audit_id,user_id,entity_name,entity_id,action_type,old_data,new_data
3038,50,surveys,502,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3039,521,surveys,3501,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3040,1241,survey_evidence,3296,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3041,468,surveys,2333,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3042,649,survey_approvals,3536,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3043,2017,survey_evidence,1430,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
3044,279,surveys,1405,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3045,612,survey_evidence,271,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3046,236,surveys,227,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3047,1453,survey_approvals,1101,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3048,261,surveys,2750,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3049,1926,surveys,1251,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3050,770,survey_approvals,3941,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3051,272,surveys,3072,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3052,1639,survey_evidence,891,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3053,1831,surveys,3395,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
3054,552,survey_evidence,475,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3055,2069,survey_approvals,3939,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3056,1018,survey_approvals,3925,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3057,90,survey_approvals,1716,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3058,1698,survey_approvals,3733,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3059,1701,survey_approvals,2234,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3060,1541,survey_approvals,2435,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
3061,1199,surveys,1373,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
3062,1122,survey_approvals,2981,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
3063,1790,survey_evidence,2223,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3064,1966,surveys,2515,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3065,1924,survey_evidence,2102,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3066,93,survey_evidence,3495,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
3067,1686,survey_approvals,2442,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3068,474,survey_evidence,2882,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3069,1045,survey_evidence,2919,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3070,222,surveys,568,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
3071,318,survey_evidence,842,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3072,348,survey_evidence,1600,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
3073,825,survey_approvals,2705,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3074,798,survey_evidence,397,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3075,1114,surveys,3300,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3076,1010,survey_evidence,2608,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3077,1922,survey_evidence,3610,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3078,1900,survey_approvals,3951,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3079,128,surveys,3573,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3080,750,survey_evidence,98,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
3081,1906,surveys,3800,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3082,1656,surveys,1120,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3083,195,survey_approvals,904,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3084,487,surveys,3654,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
3085,343,survey_approvals,2335,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3086,1882,survey_evidence,1754,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3087,798,survey_evidence,3280,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3088,506,survey_approvals,3241,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
3089,2067,survey_approvals,1779,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
3090,719,survey_approvals,333,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
3091,37,survey_approvals,3234,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
3092,1407,survey_evidence,3747,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3093,1796,survey_evidence,958,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3094,431,survey_approvals,1479,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3095,1278,survey_approvals,3110,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3096,1477,survey_evidence,680,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3097,112,survey_approvals,955,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3098,1576,survey_evidence,3602,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
3099,1847,survey_evidence,1714,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3100,1547,surveys,2286,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
3101,1479,surveys,980,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3102,1213,survey_evidence,1008,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3103,1072,survey_evidence,2288,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3104,2020,survey_evidence,2876,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3105,1567,surveys,3673,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3106,1626,survey_approvals,543,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
3107,1241,survey_approvals,1036,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3108,1153,surveys,361,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
3109,471,surveys,2372,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3110,520,surveys,101,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3111,923,survey_approvals,701,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3112,387,survey_approvals,437,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3113,481,surveys,2470,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
3114,1510,surveys,1924,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
3115,1153,survey_evidence,2349,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3116,565,survey_approvals,2847,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3117,1337,surveys,2586,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
3118,1811,survey_evidence,2655,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3119,276,survey_approvals,3969,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3120,1142,survey_evidence,3288,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
3121,3,survey_evidence,1187,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3122,1121,survey_evidence,1916,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3123,1922,survey_approvals,2978,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3124,1755,survey_approvals,917,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3125,1278,survey_evidence,648,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3126,1677,surveys,2496,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
3127,1415,survey_approvals,2121,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3128,61,surveys,2764,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
3129,1074,survey_evidence,535,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3130,471,survey_evidence,1145,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
3131,627,survey_approvals,3496,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3132,1179,survey_evidence,3502,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3133,549,survey_approvals,2286,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3134,357,surveys,3215,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
3135,1803,surveys,2697,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3136,1264,survey_approvals,258,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3137,771,survey_approvals,3040,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3138,1781,survey_approvals,910,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3139,1644,survey_approvals,3502,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3140,1215,surveys,2400,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3141,226,survey_approvals,384,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3142,1940,surveys,287,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3143,626,survey_evidence,16,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3144,249,survey_evidence,3106,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3145,246,surveys,276,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3146,66,survey_approvals,598,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3147,684,survey_evidence,956,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3148,1730,surveys,313,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3149,132,survey_evidence,1582,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3150,335,survey_evidence,3814,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
3151,606,survey_evidence,3324,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3152,819,surveys,2674,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3153,291,survey_evidence,3209,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3154,1697,survey_evidence,1747,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3155,617,surveys,1544,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3156,656,survey_evidence,3926,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3157,541,surveys,1500,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3158,1639,survey_approvals,907,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3159,238,survey_evidence,1736,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
3160,1715,survey_approvals,2799,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3161,1207,survey_evidence,3864,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3162,1099,survey_evidence,2034,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3163,1817,surveys,1655,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3164,1782,survey_approvals,3553,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3165,1644,surveys,2026,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3166,673,survey_approvals,3235,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3167,798,survey_approvals,3147,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3168,706,survey_approvals,3408,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3169,289,survey_approvals,3308,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
3170,983,survey_evidence,1435,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3171,198,surveys,3595,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
3172,856,survey_approvals,2222,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3173,4,survey_approvals,1825,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3174,682,surveys,3207,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
3175,1155,survey_approvals,2290,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
3176,1700,survey_evidence,2704,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3177,1360,survey_approvals,994,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3178,696,surveys,3789,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3179,797,survey_approvals,3503,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3180,283,survey_evidence,2689,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3181,129,survey_approvals,3256,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3182,190,survey_approvals,2186,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3183,990,survey_approvals,2235,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3184,616,survey_approvals,700,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3185,323,surveys,2329,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3186,291,survey_approvals,3475,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3187,662,survey_evidence,926,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
3188,645,survey_evidence,1281,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3189,1855,surveys,2314,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
3190,605,survey_approvals,2051,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3191,1451,surveys,2697,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3192,2089,surveys,3579,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
3193,865,surveys,2579,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3194,1696,survey_evidence,2981,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3195,475,survey_approvals,1175,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3196,136,surveys,3379,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3197,454,survey_approvals,3435,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3198,1604,surveys,3522,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
3199,394,survey_approvals,2002,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3200,649,survey_approvals,3521,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3201,1952,survey_evidence,1685,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
3202,28,surveys,78,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3203,1436,survey_approvals,3842,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3204,864,surveys,2389,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
3205,831,survey_evidence,3620,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
3206,2045,survey_approvals,2928,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3207,704,survey_approvals,175,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
3208,30,survey_evidence,2093,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3209,682,survey_evidence,3597,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3210,2028,surveys,7,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3211,794,surveys,1374,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3212,1745,surveys,2701,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
3213,203,survey_approvals,463,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
3214,1174,survey_evidence,3912,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3215,811,surveys,1825,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3216,9,surveys,877,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
3217,1773,survey_evidence,3279,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3218,1280,survey_evidence,218,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3219,995,survey_approvals,474,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3220,793,surveys,3147,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3221,1841,survey_approvals,3366,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3222,798,surveys,2790,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3223,2062,surveys,133,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3224,1411,survey_evidence,64,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
3225,791,surveys,2341,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
3226,661,surveys,586,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3227,904,survey_approvals,523,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3228,143,survey_evidence,885,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3229,2033,survey_evidence,3588,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3230,1156,survey_approvals,3554,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
3231,115,survey_evidence,3730,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
3232,1585,survey_approvals,1311,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3233,1008,survey_approvals,3122,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3234,670,survey_evidence,1159,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3235,1714,survey_evidence,319,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
3236,164,surveys,1545,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3237,402,surveys,1237,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3238,1761,survey_evidence,1018,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
3239,1508,survey_evidence,1489,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3240,1148,surveys,2201,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3241,1647,survey_evidence,1932,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
3242,538,survey_approvals,1027,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3243,597,surveys,2403,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
3244,1842,survey_approvals,3722,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3245,1305,surveys,2827,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3246,281,survey_approvals,2431,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3247,1259,survey_approvals,954,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3248,961,surveys,1986,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
3249,1429,survey_evidence,3466,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3250,1289,survey_evidence,1903,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3251,1726,survey_approvals,1823,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3252,707,survey_approvals,2922,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3253,1543,surveys,2462,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3254,544,survey_approvals,3975,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
3255,290,survey_evidence,253,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
3256,20,survey_approvals,3300,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3257,1092,survey_approvals,1616,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3258,931,survey_approvals,2794,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
3259,331,surveys,790,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3260,1555,survey_approvals,3842,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3261,1140,surveys,249,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3262,2051,survey_evidence,2125,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3263,902,survey_approvals,258,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3264,1886,survey_evidence,3027,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3265,1007,survey_evidence,1565,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3266,1288,survey_approvals,468,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
3267,1119,surveys,2413,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3268,70,survey_approvals,1448,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3269,1683,surveys,405,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3270,1381,surveys,2568,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3271,440,surveys,878,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
3272,1851,survey_evidence,931,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
3273,205,survey_approvals,2494,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3274,1238,survey_approvals,2912,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
3275,327,survey_evidence,1825,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3276,1839,surveys,2700,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
3277,1898,survey_evidence,3125,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3278,1764,surveys,901,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
3279,1344,survey_evidence,2318,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
3280,33,survey_approvals,2333,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3281,191,surveys,3401,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3282,279,survey_evidence,965,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3283,7,survey_evidence,3352,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
3284,1981,survey_approvals,725,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3285,1867,surveys,2560,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3286,1757,survey_approvals,548,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3287,480,survey_evidence,2769,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
3288,1570,survey_evidence,463,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
3289,357,survey_evidence,3087,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3290,1059,survey_evidence,2428,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3291,1665,survey_approvals,457,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
3292,669,survey_evidence,691,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
3293,2070,surveys,1676,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3294,911,surveys,385,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
3295,1129,surveys,1772,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3296,622,survey_approvals,269,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3297,1810,surveys,2268,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3298,375,surveys,2486,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3299,351,surveys,482,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3300,1158,surveys,1899,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3301,1442,surveys,2374,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
3302,2045,surveys,2882,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3303,1889,surveys,1595,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3304,1094,survey_evidence,3365,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3305,381,surveys,3437,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3306,1480,survey_evidence,162,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3307,1745,survey_approvals,3315,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3308,886,surveys,2626,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
3309,154,survey_approvals,3706,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
3310,2021,surveys,2436,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
3311,1908,surveys,241,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
3312,665,surveys,1579,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
3313,1126,surveys,3233,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3314,1723,surveys,3881,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
3315,129,surveys,2783,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3316,98,survey_evidence,1457,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3317,714,survey_evidence,2544,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3318,1081,surveys,3311,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3319,1785,surveys,1720,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
3320,666,survey_approvals,348,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
3321,82,surveys,1053,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
3322,452,survey_approvals,3947,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3323,647,surveys,167,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
3324,410,survey_approvals,3187,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
