survey_id,survey_reference,farmer_id,farm_id,scheme_id,crop_name,reason_for_survey,incident_type,incident_date,survey_date,sowing_date,loss_percentage,compensation_amount,weather_score,ndvi_drop,ai_confidence,fraud_risk_score,status
1139,SURVEY-0001139,817,1621,1,Bajra,Pest Attack,DROUGHT,2026-04-29,2026-05-13,2025-06-15,57,96327,57.91,92.38,77.37,23,SUBMITTED
1140,SURVEY-0001140,1917,3869,3,Soybean,Flood Damage,FLOOD,2026-03-26,2026-05-13,2025-06-15,9,51964,41.36,29.59,84.07,45,APPROVED
1141,SURVEY-0001141,1574,3178,2,Tur,Drought,ATIVRUSHTI,2026-02-12,2026-05-13,2025-06-15,39,41107,59.16,50.65,76.59,20,FIELD_VERIFIED
1142,SURVEY-0001142,380,756,2,Soybean,Pest Attack,ATIVRUSHTI,2026-04-30,2026-05-13,2025-06-15,12,37716,79.97,27.2,97.56,7,FIELD_VERIFIED
1143,SURVEY-0001143,262,512,3,Tur,Heavy Rainfall,PEST_ATTACK,2026-04-18,2026-05-13,2025-06-15,27,32854,30.72,10.84,61.2,4,FIELD_VERIFIED
1144,SURVEY-0001144,1914,3863,1,Cotton,Heavy Rainfall,DROUGHT,2026-04-11,2026-05-13,2025-06-15,45,8476,37.46,40.17,55.33,19,REJECTED
1145,SURVEY-0001145,1846,3730,4,Tur,Flood Damage,DROUGHT,2026-03-18,2026-05-13,2025-06-15,61,11228,69.44,22.56,85.4,9,FIELD_VERIFIED
1146,SURVEY-0001146,897,1788,3,Tur,Heavy Rainfall,PEST_ATTACK,2026-03-03,2026-05-13,2025-06-15,74,11701,23.09,14.54,82.58,76,APPROVED
1147,SURVEY-0001147,1988,4019,1,Cotton,Drought,DROUGHT,2026-03-11,2026-05-13,2025-06-15,65,59040,8.43,54.1,98.16,2,UNDER_REVIEW
1148,SURVEY-0001148,1664,3361,1,Soybean,Pest Attack,DROUGHT,2026-02-20,2026-05-13,2025-06-15,33,69636,54.4,90.91,93.51,25,FIELD_VERIFIED
1149,SURVEY-0001149,622,1227,4,Cotton,Drought,ATIVRUSHTI,2026-03-01,2026-05-13,2025-06-15,13,53300,13.93,14.1,96.37,18,SUBMITTED
1150,SURVEY-0001150,1769,3575,4,Sugarcane,Drought,FLOOD,2026-05-12,2026-05-13,2025-06-15,84,69057,37.31,60.6,97.19,66,UNDER_REVIEW
1151,SURVEY-0001151,1926,3889,2,Bajra,Drought,DROUGHT,2026-04-19,2026-05-13,2025-06-15,23,65830,78.68,75.72,69.33,12,UNDER_REVIEW
1152,SURVEY-0001152,1506,3035,3,Soybean,Pest Attack,ATIVRUSHTI,2026-03-27,2026-05-13,2025-06-15,26,56614,86.32,65.35,67.52,39,APPROVED
1153,SURVEY-0001153,700,1390,1,Sugarcane,Flood Damage,PEST_ATTACK,2026-03-04,2026-05-13,2025-06-15,17,63697,80.76,21.27,81.09,44,FIELD_VERIFIED
1154,SURVEY-0001154,1614,3261,1,Bajra,Heavy Rainfall,DROUGHT,2026-03-28,2026-05-13,2025-06-15,87,93597,49.82,58.22,96.57,63,SUBMITTED
1155,SURVEY-0001155,1974,3988,1,Tur,Flood Damage,ATIVRUSHTI,2026-03-16,2026-05-13,2025-06-15,35,13881,65.09,73.15,78.84,39,UNDER_REVIEW
1156,SURVEY-0001156,1682,3398,1,Bajra,Drought,FLOOD,2026-02-15,2026-05-13,2025-06-15,10,95338,70.82,36.75,57.73,9,FIELD_VERIFIED
1157,SURVEY-0001157,1949,3941,4,Soybean,Heavy Rainfall,FLOOD,2026-05-05,2026-05-13,2025-06-15,92,16939,96.46,55.79,63.58,66,SUBMITTED
1158,SURVEY-0001158,1490,3005,1,Bajra,Drought,PEST_ATTACK,2026-03-02,2026-05-13,2025-06-15,13,24243,59.9,94.65,55.6,22,APPROVED
1159,SURVEY-0001159,1666,3363,1,Bajra,Flood Damage,ATIVRUSHTI,2026-04-15,2026-05-13,2025-06-15,31,76850,68.6,77.84,66.43,35,APPROVED
1160,SURVEY-0001160,1624,3281,2,Tur,Heavy Rainfall,PEST_ATTACK,2026-04-17,2026-05-13,2025-06-15,53,59395,95.06,70.39,57.84,11,SUBMITTED
1161,SURVEY-0001161,990,1975,2,Sugarcane,Drought,ATIVRUSHTI,2026-03-24,2026-05-13,2025-06-15,7,37296,29.02,81.53,86.7,37,UNDER_REVIEW
1162,SURVEY-0001162,1167,2342,1,Tur,Pest Attack,ATIVRUSHTI,2026-04-16,2026-05-13,2025-06-15,46,7656,87.41,50.05,69.93,44,APPROVED
1163,SURVEY-0001163,1396,2816,4,Soybean,Flood Damage,FLOOD,2026-05-07,2026-05-13,2025-06-15,12,78912,18.14,86.75,68.3,24,FIELD_VERIFIED
1164,SURVEY-0001164,335,664,2,Bajra,Drought,ATIVRUSHTI,2026-04-17,2026-05-13,2025-06-15,33,8065,51.9,31.14,97.76,28,UNDER_REVIEW
1165,SURVEY-0001165,1867,3768,1,Tur,Drought,ATIVRUSHTI,2026-02-27,2026-05-13,2025-06-15,60,25144,53.2,20.97,91.25,23,FIELD_VERIFIED
1166,SURVEY-0001166,527,1048,3,Bajra,Heavy Rainfall,PEST_ATTACK,2026-05-10,2026-05-13,2025-06-15,43,88778,10.9,90.96,57.27,33,UNDER_REVIEW
1167,SURVEY-0001167,633,1251,1,Soybean,Drought,PEST_ATTACK,2026-02-24,2026-05-13,2025-06-15,79,98250,76.06,49.83,75.4,89,FIELD_VERIFIED
1168,SURVEY-0001168,1514,3048,1,Soybean,Heavy Rainfall,DROUGHT,2026-05-12,2026-05-13,2025-06-15,71,86740,55.04,55.48,71.84,89,REJECTED
1169,SURVEY-0001169,737,1460,1,Bajra,Drought,FLOOD,2026-03-15,2026-05-13,2025-06-15,55,26131,40.45,45.7,95.86,4,REJECTED
1170,SURVEY-0001170,882,1760,3,Sugarcane,Heavy Rainfall,PEST_ATTACK,2026-03-12,2026-05-13,2025-06-15,87,92914,92.5,80.12,81.13,70,REJECTED
1171,SURVEY-0001171,1049,2100,1,Bajra,Heavy Rainfall,ATIVRUSHTI,2026-04-19,2026-05-13,2025-06-15,57,88992,41.7,61.65,81.11,4,UNDER_REVIEW
1172,SURVEY-0001172,1535,3096,4,Tur,Pest Attack,DROUGHT,2026-02-14,2026-05-13,2025-06-15,17,65543,13.27,85.48,82.11,19,UNDER_REVIEW
1173,SURVEY-0001173,1242,2492,4,Tur,Pest Attack,FLOOD,2026-03-28,2026-05-13,2025-06-15,60,30065,56.78,17.46,65.11,34,UNDER_REVIEW
1174,SURVEY-0001174,1121,2251,4,Cotton,Flood Damage,ATIVRUSHTI,2026-03-25,2026-05-13,2025-06-15,44,84148,38.27,62.6,94.15,11,FIELD_VERIFIED
1175,SURVEY-0001175,1991,4026,3,Tur,Drought,DROUGHT,2026-05-06,2026-05-13,2025-06-15,30,85134,34.63,81.06,91.15,21,UNDER_REVIEW
1176,SURVEY-0001176,116,213,3,Soybean,Flood Damage,DROUGHT,2026-04-19,2026-05-13,2025-06-15,91,7777,18.18,20.47,93.01,63,UNDER_REVIEW
1177,SURVEY-0001177,949,1898,1,Cotton,Heavy Rainfall,DROUGHT,2026-02-18,2026-05-13,2025-06-15,36,12750,77.04,80.35,64.38,13,UNDER_REVIEW
1178,SURVEY-0001178,562,1117,2,Cotton,Flood Damage,PEST_ATTACK,2026-04-01,2026-05-13,2025-06-15,16,79714,42.79,92.78,97.06,6,SUBMITTED
1179,SURVEY-0001179,1629,3292,1,Bajra,Flood Damage,ATIVRUSHTI,2026-03-20,2026-05-13,2025-06-15,23,67038,86.58,21.63,85.07,19,APPROVED
1180,SURVEY-0001180,1227,2459,2,Bajra,Flood Damage,DROUGHT,2026-04-18,2026-05-13,2025-06-15,41,27290,16.54,30.83,75.6,30,REJECTED
1181,SURVEY-0001181,952,1905,1,Sugarcane,Pest Attack,FLOOD,2026-02-13,2026-05-13,2025-06-15,64,47259,18.05,68.92,84.11,39,APPROVED
1182,SURVEY-0001182,1067,2131,1,Cotton,Pest Attack,ATIVRUSHTI,2026-02-13,2026-05-13,2025-06-15,73,35590,63.47,11.39,85.49,89,UNDER_REVIEW
1183,SURVEY-0001183,1258,2528,1,Sugarcane,Heavy Rainfall,PEST_ATTACK,2026-04-09,2026-05-13,2025-06-15,33,64810,39.53,36.56,89.55,30,REJECTED
1184,SURVEY-0001184,311,613,1,Cotton,Heavy Rainfall,FLOOD,2026-03-03,2026-05-13,2025-06-15,6,96326,46.74,47.68,58.88,12,APPROVED
1185,SURVEY-0001185,1405,2836,4,Sugarcane,Flood Damage,DROUGHT,2026-05-02,2026-05-13,2025-06-15,42,69775,8.69,88.65,91.75,22,SUBMITTED
1186,SURVEY-0001186,267,521,4,Tur,Drought,ATIVRUSHTI,2026-04-11,2026-05-13,2025-06-15,25,15416,13.88,21.53,85.6,11,APPROVED
1187,SURVEY-0001187,409,817,2,Tur,Drought,FLOOD,2026-03-25,2026-05-13,2025-06-15,36,30203,35.28,58.67,95.11,31,REJECTED
1188,SURVEY-0001188,100,186,4,Sugarcane,Drought,PEST_ATTACK,2026-02-24,2026-05-13,2025-06-15,24,95502,17.48,38.7,78.2,39,FIELD_VERIFIED
1189,SURVEY-0001189,1607,3249,2,Cotton,Flood Damage,PEST_ATTACK,2026-04-29,2026-05-13,2025-06-15,48,7858,24.04,19.58,64.55,20,APPROVED
1190,SURVEY-0001190,827,1646,4,Bajra,Flood Damage,FLOOD,2026-04-22,2026-05-13,2025-06-15,50,58848,36.3,87.39,86.44,12,FIELD_VERIFIED
1191,SURVEY-0001191,429,855,3,Cotton,Flood Damage,PEST_ATTACK,2026-04-22,2026-05-13,2025-06-15,87,68247,47.37,84.97,94.37,87,SUBMITTED
1192,SURVEY-0001192,824,1638,4,Soybean,Drought,DROUGHT,2026-03-28,2026-05-13,2025-06-15,41,79955,61.03,76.96,56.34,22,SUBMITTED
1193,SURVEY-0001193,1287,2591,2,Tur,Flood Damage,DROUGHT,2026-04-09,2026-05-13,2025-06-15,35,40920,34.76,89.11,77.04,29,REJECTED
1194,SURVEY-0001194,409,818,1,Bajra,Drought,PEST_ATTACK,2026-04-26,2026-05-13,2025-06-15,85,79637,37.93,72.99,97.46,92,FIELD_VERIFIED
1195,SURVEY-0001195,750,1487,2,Tur,Flood Damage,PEST_ATTACK,2026-02-16,2026-05-13,2025-06-15,24,35341,75.3,61.59,70.12,3,UNDER_REVIEW
1196,SURVEY-0001196,1061,2122,4,Soybean,Flood Damage,ATIVRUSHTI,2026-05-04,2026-05-13,2025-06-15,38,60254,17.13,27.95,58.59,8,UNDER_REVIEW
1197,SURVEY-0001197,176,340,4,Tur,Pest Attack,FLOOD,2026-04-17,2026-05-13,2025-06-15,52,93571,70.89,16.41,76.69,20,REJECTED
1198,SURVEY-0001198,1810,3648,4,Bajra,Heavy Rainfall,ATIVRUSHTI,2026-02-12,2026-05-13,2025-06-15,56,24970,62.18,18.95,98.97,43,REJECTED
1199,SURVEY-0001199,1848,3734,4,Soybean,Drought,FLOOD,2026-02-20,2026-05-13,2025-06-15,40,47591,72.83,34.58,59.75,36,APPROVED
1200,SURVEY-0001200,508,1008,4,Cotton,Drought,ATIVRUSHTI,2026-05-09,2026-05-13,2025-06-15,38,92118,19.21,22.89,97.1,8,APPROVED
1201,SURVEY-0001201,25,46,3,Bajra,Flood Damage,ATIVRUSHTI,2026-02-26,2026-05-13,2025-06-15,43,8059,13.2,25.74,91.56,12,SUBMITTED
1202,SURVEY-0001202,716,1421,4,Sugarcane,Drought,ATIVRUSHTI,2026-03-30,2026-05-13,2025-06-15,75,7974,39.17,37.14,86.71,98,FIELD_VERIFIED
1203,SURVEY-0001203,1795,3621,1,Soybean,Flood Damage,DROUGHT,2026-02-15,2026-05-13,2025-06-15,93,90902,60.19,40.05,91.6,61,FIELD_VERIFIED
1204,SURVEY-0001204,1102,2206,4,Cotton,Flood Damage,DROUGHT,2026-03-17,2026-05-13,2025-06-15,65,41543,49.78,14.82,76.96,7,SUBMITTED
1205,SURVEY-0001205,157,297,4,Bajra,Heavy Rainfall,PEST_ATTACK,2026-02-21,2026-05-13,2025-06-15,73,68457,30.13,57.42,88.73,97,FIELD_VERIFIED
1206,SURVEY-0001206,1181,2376,3,Sugarcane,Heavy Rainfall,PEST_ATTACK,2026-05-11,2026-05-13,2025-06-15,81,20660,96.51,19.69,74.59,86,FIELD_VERIFIED
1207,SURVEY-0001207,1966,3971,2,Sugarcane,Heavy Rainfall,PEST_ATTACK,2026-03-10,2026-05-13,2025-06-15,40,97454,16.16,40.68,67.57,23,REJECTED
1208,SURVEY-0001208,1561,3151,3,Soybean,Pest Attack,ATIVRUSHTI,2026-04-20,2026-05-13,2025-06-15,40,22676,76.52,72.65,90.8,4,FIELD_VERIFIED
1209,SURVEY-0001209,895,1785,4,Soybean,Heavy Rainfall,PEST_ATTACK,2026-03-04,2026-05-13,2025-06-15,84,34620,10.93,18.29,79.4,87,FIELD_VERIFIED
1210,SURVEY-0001210,121,222,4,Cotton,Drought,FLOOD,2026-03-15,2026-05-13,2025-06-15,26,71395,75.05,11.34,83.42,28,APPROVED
1211,SURVEY-0001211,752,1493,4,Cotton,Heavy Rainfall,PEST_ATTACK,2026-03-05,2026-05-13,2025-06-15,60,36073,83.04,28.33,83.57,14,APPROVED
1212,SURVEY-0001212,1911,3856,2,Cotton,Pest Attack,PEST_ATTACK,2026-04-10,2026-05-13,2025-06-15,5,20820,12.8,94.35,66.05,31,FIELD_VERIFIED
1213,SURVEY-0001213,1001,1993,3,Bajra,Drought,FLOOD,2026-04-07,2026-05-13,2025-06-15,12,60533,85.48,87.83,61.07,13,UNDER_REVIEW
1214,SURVEY-0001214,1343,2705,4,Tur,Drought,PEST_ATTACK,2026-03-23,2026-05-13,2025-06-15,83,94833,76.74,58.48,90.98,72,FIELD_VERIFIED
1215,SURVEY-0001215,1983,4010,1,Tur,Pest Attack,FLOOD,2026-04-02,2026-05-13,2025-06-15,14,68177,39.28,20.81,60.07,31,FIELD_VERIFIED
1216,SURVEY-0001216,351,696,4,Tur,Pest Attack,FLOOD,2026-05-06,2026-05-13,2025-06-15,11,47589,72.26,24.64,90.62,36,SUBMITTED
1217,SURVEY-0001217,297,581,1,Soybean,Drought,ATIVRUSHTI,2026-03-25,2026-05-13,2025-06-15,78,91604,46.45,37.54,79.06,73,FIELD_VERIFIED
1218,SURVEY-0001218,1431,2889,2,Sugarcane,Heavy Rainfall,ATIVRUSHTI,2026-04-22,2026-05-13,2025-06-15,35,95200,61.33,21.74,75.25,36,UNDER_REVIEW
1219,SURVEY-0001219,1048,2096,3,Cotton,Flood Damage,PEST_ATTACK,2026-03-06,2026-05-13,2025-06-15,76,96872,26.43,26.32,94.84,81,REJECTED
1220,SURVEY-0001220,345,683,1,Bajra,Heavy Rainfall,ATIVRUSHTI,2026-03-18,2026-05-13,2025-06-15,48,64601,33.48,25.81,98.38,2,APPROVED
1221,SURVEY-0001221,1679,3391,4,Sugarcane,Drought,ATIVRUSHTI,2026-04-05,2026-05-13,2025-06-15,62,37644,42.35,61.35,74.32,39,SUBMITTED
1222,SURVEY-0001222,1363,2750,1,Bajra,Heavy Rainfall,FLOOD,2026-03-01,2026-05-13,2025-06-15,60,38392,16.09,83.5,92.63,33,FIELD_VERIFIED
1223,SURVEY-0001223,486,971,4,Sugarcane,Drought,FLOOD,2026-04-22,2026-05-13,2025-06-15,30,93503,41.36,51.86,94.51,29,UNDER_REVIEW
1224,SURVEY-0001224,1392,2809,4,Soybean,Drought,FLOOD,2026-02-24,2026-05-13,2025-06-15,19,79993,53.43,72.61,75.52,8,UNDER_REVIEW
1225,SURVEY-0001225,836,1660,3,Tur,Heavy Rainfall,FLOOD,2026-05-09,2026-05-13,2025-06-15,33,47624,39.78,29.78,87.1,5,UNDER_REVIEW
1226,SURVEY-0001226,833,1653,1,Soybean,Heavy Rainfall,FLOOD,2026-05-06,2026-05-13,2025-06-15,74,16508,36.66,62.71,90.54,76,APPROVED
1227,SURVEY-0001227,1950,3944,2,Soybean,Pest Attack,ATIVRUSHTI,2026-04-06,2026-05-13,2025-06-15,84,66832,41.83,49.26,57.01,86,APPROVED
1228,SURVEY-0001228,1359,2742,1,Cotton,Flood Damage,FLOOD,2026-05-11,2026-05-13,2025-06-15,13,18168,15.72,91.61,63.52,23,REJECTED
1229,SURVEY-0001229,1007,2003,3,Bajra,Flood Damage,FLOOD,2026-02-24,2026-05-13,2025-06-15,70,8325,32.88,9.18,95.35,95,UNDER_REVIEW
1230,SURVEY-0001230,1766,3567,1,Cotton,Drought,FLOOD,2026-04-20,2026-05-13,2025-06-15,47,87829,11.77,25.87,74.06,39,UNDER_REVIEW
1231,SURVEY-0001231,471,940,2,Soybean,Heavy Rainfall,FLOOD,2026-03-09,2026-05-13,2025-06-15,48,92241,91.51,92.06,78.58,10,REJECTED
1232,SURVEY-0001232,87,160,1,Tur,Heavy Rainfall,FLOOD,2026-05-09,2026-05-13,2025-06-15,32,39633,8.41,83.76,62.12,43,REJECTED
1233,SURVEY-0001233,1198,2404,1,Cotton,Pest Attack,ATIVRUSHTI,2026-03-14,2026-05-13,2025-06-15,53,73347,98.1,59.84,83.36,28,UNDER_REVIEW
1234,SURVEY-0001234,1608,3250,4,Sugarcane,Heavy Rainfall,ATIVRUSHTI,2026-04-19,2026-05-13,2025-06-15,64,67513,36.58,13.25,98.21,5,FIELD_VERIFIED
1235,SURVEY-0001235,1189,2390,2,Bajra,Flood Damage,ATIVRUSHTI,2026-02-20,2026-05-13,2025-06-15,47,46547,19.39,75.67,58.49,27,APPROVED
1236,SURVEY-0001236,1053,2111,4,Sugarcane,Flood Damage,DROUGHT,2026-04-27,2026-05-13,2025-06-15,46,19256,58.33,23.42,92.35,2,FIELD_VERIFIED
1237,SURVEY-0001237,74,136,4,Tur,Flood Damage,DROUGHT,2026-03-24,2026-05-13,2025-06-15,22,13070,27.43,78.38,55.16,10,FIELD_VERIFIED
1238,SURVEY-0001238,198,385,3,Sugarcane,Drought,FLOOD,2026-04-17,2026-05-13,2025-06-15,7,13747,74.95,82.95,68.04,23,FIELD_VERIFIED
1239,SURVEY-0001239,140,257,1,Soybean,Drought,DROUGHT,2026-02-25,2026-05-13,2025-06-15,12,41787,21.3,17.14,84.18,22,SUBMITTED
1240,SURVEY-0001240,1411,2847,1,Tur,Flood Damage,DROUGHT,2026-04-27,2026-05-13,2025-06-15,28,74028,84.02,30.68,70.87,12,APPROVED
1241,SURVEY-0001241,1687,3407,2,Sugarcane,Flood Damage,PEST_ATTACK,2026-04-10,2026-05-13,2025-06-15,10,7247,99.24,50.15,70.46,32,UNDER_REVIEW
1242,SURVEY-0001242,1586,3202,4,Tur,Pest Attack,FLOOD,2026-05-04,2026-05-13,2025-06-15,7,29941,68.4,68.14,81.79,4,APPROVED
1243,SURVEY-0001243,265,518,4,Soybean,Heavy Rainfall,ATIVRUSHTI,2026-04-18,2026-05-13,2025-06-15,81,69329,63.76,9.32,66.32,82,APPROVED
1244,SURVEY-0001244,281,555,1,Sugarcane,Drought,ATIVRUSHTI,2026-05-09,2026-05-13,2025-06-15,27,51612,96.56,93.4,59.93,20,SUBMITTED
1245,SURVEY-0001245,1778,3589,3,Sugarcane,Drought,ATIVRUSHTI,2026-03-11,2026-05-13,2025-06-15,51,55215,34.61,92.88,65.3,39,SUBMITTED
1246,SURVEY-0001246,716,1422,4,Tur,Pest Attack,FLOOD,2026-02-27,2026-05-13,2025-06-15,92,93762,94.66,61.53,80.62,69,REJECTED
1247,SURVEY-0001247,426,847,2,Tur,Heavy Rainfall,PEST_ATTACK,2026-02-13,2026-05-13,2025-06-15,25,88596,30.08,21.12,61.87,10,APPROVED
1248,SURVEY-0001248,328,647,4,Soybean,Pest Attack,ATIVRUSHTI,2026-03-10,2026-05-13,2025-06-15,40,29798,23.41,12.11,58.35,43,SUBMITTED
1249,SURVEY-0001249,1963,3964,4,Sugarcane,Drought,DROUGHT,2026-05-11,2026-05-13,2025-06-15,83,69064,36.82,7.47,70.61,66,FIELD_VERIFIED
1250,SURVEY-0001250,316,623,2,Tur,Drought,PEST_ATTACK,2026-03-09,2026-05-13,2025-06-15,21,93868,22.37,49.92,97.71,17,UNDER_REVIEW
1251,SURVEY-0001251,1201,2413,2,Sugarcane,Drought,PEST_ATTACK,2026-03-29,2026-05-13,2025-06-15,57,19179,14.22,10.84,57.49,41,REJECTED
1252,SURVEY-0001252,586,1161,2,Sugarcane,Heavy Rainfall,PEST_ATTACK,2026-04-09,2026-05-13,2025-06-15,35,61081,18.35,62.12,82.49,30,FIELD_VERIFIED
1253,SURVEY-0001253,763,1515,1,Tur,Pest Attack,DROUGHT,2026-03-14,2026-05-13,2025-06-15,7,90197,10.1,37.18,69.0,4,APPROVED
1254,SURVEY-0001254,1832,3693,2,Soybean,Heavy Rainfall,DROUGHT,2026-03-10,2026-05-13,2025-06-15,62,94593,26.02,88.31,71.81,27,SUBMITTED
1255,SURVEY-0001255,1873,3782,1,Tur,Drought,FLOOD,2026-05-06,2026-05-13,2025-06-15,34,72001,44.1,48.63,97.78,33,APPROVED
1256,SURVEY-0001256,1689,3412,3,Bajra,Drought,ATIVRUSHTI,2026-04-29,2026-05-13,2025-06-15,31,83591,21.34,45.83,80.98,24,FIELD_VERIFIED
1257,SURVEY-0001257,1120,2247,2,Cotton,Flood Damage,DROUGHT,2026-03-10,2026-05-13,2025-06-15,20,68151,63.31,40.4,81.94,9,SUBMITTED
1258,SURVEY-0001258,93,175,3,Sugarcane,Flood Damage,FLOOD,2026-03-19,2026-05-13,2025-06-15,13,72834,71.1,44.89,77.26,45,SUBMITTED
1259,SURVEY-0001259,1164,2336,2,Soybean,Flood Damage,ATIVRUSHTI,2026-03-17,2026-05-13,2025-06-15,33,55826,18.13,83.8,84.56,20,SUBMITTED
1260,SURVEY-0001260,1098,2197,2,Soybean,Pest Attack,FLOOD,2026-03-20,2026-05-13,2025-06-15,31,77072,54.05,72.43,59.49,5,UNDER_REVIEW
1261,SURVEY-0001261,1031,2056,4,Sugarcane,Pest Attack,FLOOD,2026-04-17,2026-05-13,2025-06-15,31,5493,63.24,68.63,80.53,37,APPROVED
1262,SURVEY-0001262,187,362,3,Sugarcane,Heavy Rainfall,ATIVRUSHTI,2026-04-27,2026-05-13,2025-06-15,46,81517,70.72,40.04,80.28,7,FIELD_VERIFIED
1263,SURVEY-0001263,138,253,4,Cotton,Drought,FLOOD,2026-03-22,2026-05-13,2025-06-15,35,76963,12.89,9.04,61.04,15,REJECTED
1264,SURVEY-0001264,731,1451,3,Bajra,Drought,ATIVRUSHTI,2026-03-18,2026-05-13,2025-06-15,37,44529,78.58,92.84,86.96,7,APPROVED
1265,SURVEY-0001265,724,1437,4,Tur,Pest Attack,PEST_ATTACK,2026-04-15,2026-05-13,2025-06-15,5,76058,95.64,89.41,74.45,42,UNDER_REVIEW
1266,SURVEY-0001266,1756,3547,2,Bajra,Drought,ATIVRUSHTI,2026-03-22,2026-05-13,2025-06-15,25,56783,24.06,27.35,65.63,43,FIELD_VERIFIED
1267,SURVEY-0001267,40,77,3,Bajra,Flood Damage,DROUGHT,2026-05-11,2026-05-13,2025-06-15,71,18319,28.79,69.64,94.45,64,APPROVED
1268,SURVEY-0001268,563,1122,2,Tur,Flood Damage,DROUGHT,2026-03-25,2026-05-13,2025-06-15,20,34662,60.38,93.69,98.71,34,SUBMITTED
1269,SURVEY-0001269,1566,3158,2,Bajra,Heavy Rainfall,FLOOD,2026-02-28,2026-05-13,2025-06-15,64,27915,65.71,26.26,77.6,15,APPROVED
1270,SURVEY-0001270,554,1101,1,Soybean,Pest Attack,ATIVRUSHTI,2026-04-24,2026-05-13,2025-06-15,12,30919,43.66,64.27,78.67,29,REJECTED
1271,SURVEY-0001271,163,310,1,Cotton,Drought,PEST_ATTACK,2026-02-19,2026-05-13,2025-06-15,7,25232,80.51,63.09,79.04,43,SUBMITTED
1272,SURVEY-0001272,193,375,3,Soybean,Flood Damage,PEST_ATTACK,2026-02-13,2026-05-13,2025-06-15,82,46794,99.53,44.46,63.52,81,APPROVED
1273,SURVEY-0001273,1387,2796,3,Sugarcane,Pest Attack,DROUGHT,2026-04-20,2026-05-13,2025-06-15,17,91366,58.4,18.44,57.46,9,REJECTED
1274,SURVEY-0001274,1794,3618,3,Sugarcane,Flood Damage,ATIVRUSHTI,2026-05-12,2026-05-13,2025-06-15,25,70577,37.97,85.15,77.06,4,SUBMITTED
1275,SURVEY-0001275,1433,2894,2,Tur,Pest Attack,PEST_ATTACK,2026-05-07,2026-05-13,2025-06-15,24,59389,97.73,26.36,92.99,10,APPROVED
1276,SURVEY-0001276,1397,2819,1,Cotton,Flood Damage,FLOOD,2026-02-25,2026-05-13,2025-06-15,23,57827,61.86,21.08,87.87,3,FIELD_VERIFIED
1277,SURVEY-0001277,1498,3023,2,Bajra,Drought,ATIVRUSHTI,2026-04-26,2026-05-13,2025-06-15,26,91167,9.35,16.25,79.07,23,SUBMITTED
1278,SURVEY-0001278,573,1137,2,Tur,Flood Damage,PEST_ATTACK,2026-04-02,2026-05-13,2025-06-15,84,96087,45.9,41.55,87.3,68,REJECTED
1279,SURVEY-0001279,1813,3655,3,Soybean,Pest Attack,FLOOD,2026-04-10,2026-05-13,2025-06-15,55,41038,88.61,50.05,66.92,27,SUBMITTED
1280,SURVEY-0001280,226,447,3,Tur,Pest Attack,DROUGHT,2026-04-27,2026-05-13,2025-06-15,94,33763,91.17,85.56,63.5,66,SUBMITTED
1281,SURVEY-0001281,108,200,4,Soybean,Pest Attack,DROUGHT,2026-04-09,2026-05-13,2025-06-15,40,41936,96.14,78.95,57.41,24,SUBMITTED
1282,SURVEY-0001282,1481,2984,2,Tur,Heavy Rainfall,ATIVRUSHTI,2026-04-27,2026-05-13,2025-06-15,45,12864,43.15,31.46,87.07,10,FIELD_VERIFIED
1283,SURVEY-0001283,337,668,1,Tur,Drought,DROUGHT,2026-03-02,2026-05-13,2025-06-15,29,84661,72.91,16.28,56.57,18,UNDER_REVIEW
1284,SURVEY-0001284,1743,3520,2,Tur,Drought,PEST_ATTACK,2026-03-31,2026-05-13,2025-06-15,21,54760,53.61,50.62,92.96,28,FIELD_VERIFIED
1285,SURVEY-0001285,1841,3719,4,Sugarcane,Heavy Rainfall,PEST_ATTACK,2026-05-02,2026-05-13,2025-06-15,51,25544,24.93,49.93,95.76,28,APPROVED
1286,SURVEY-0001286,552,1097,3,Soybean,Flood Damage,FLOOD,2026-03-30,2026-05-13,2025-06-15,42,88743,49.35,77.74,91.97,6,FIELD_VERIFIED
1287,SURVEY-0001287,207,406,2,Sugarcane,Pest Attack,DROUGHT,2026-02-25,2026-05-13,2025-06-15,42,68156,30.39,78.0,63.8,8,SUBMITTED
1288,SURVEY-0001288,1644,3319,2,Soybean,Flood Damage,PEST_ATTACK,2026-03-28,2026-05-13,2025-06-15,5,46995,47.3,69.95,81.35,38,SUBMITTED
1289,SURVEY-0001289,34,63,2,Tur,Heavy Rainfall,ATIVRUSHTI,2026-03-23,2026-05-13,2025-06-15,12,71594,98.7,29.16,91.01,24,UNDER_REVIEW
1290,SURVEY-0001290,1811,3649,2,Soybean,Heavy Rainfall,PEST_ATTACK,2026-02-28,2026-05-13,2025-06-15,59,99165,58.23,58.03,68.8,10,UNDER_REVIEW
1291,SURVEY-0001291,1663,3358,4,Soybean,Drought,ATIVRUSHTI,2026-05-04,2026-05-13,2025-06-15,55,56531,46.61,80.92,83.95,30,APPROVED
1292,SURVEY-0001292,678,1348,2,Soybean,Pest Attack,DROUGHT,2026-05-03,2026-05-13,2025-06-15,45,34615,89.63,16.24,71.85,5,FIELD_VERIFIED
