approval_id,survey_id,approved_by,role,approval_level,status,remarks,modified_loss_percentage
888,345,36,TALUKA_AUTHORITY,4,UNDER_REVIEW,NDVI mismatch,80
889,346,46,TALATHI,1,REJECTED,Approved after verification,19
890,346,89,DISTRICT_AUTHORITY,2,REJECTED,Need re-survey,94
891,346,34,DISTRICT_AUTHORITY,3,APPROVED,Need re-survey,24
892,346,50,TALUKA_AUTHORITY,4,APPROVED,Approved after verification,70
893,347,71,DISTRICT_AUTHORITY,1,REJECTED,NDVI mismatch,38
894,347,56,DISTRICT_AUTHORITY,2,APPROVED,Geo-fence passed,15
895,347,20,DISTRICT_AUTHORITY,3,APPROVED,NDVI mismatch,6
896,347,61,DISTRICT_AUTHORITY,4,APPROVED,Need re-survey,30
897,348,80,DISTRICT_AUTHORITY,1,APPROVED,Need re-survey,83
898,348,29,TALATHI,2,APPROVED,Need re-survey,60
899,348,32,DISTRICT_AUTHORITY,3,REJECTED,NDVI mismatch,35
900,348,1,DISTRICT_AUTHORITY,4,UNDER_REVIEW,Approved after verification,87
901,349,7,DISTRICT_AUTHORITY,1,REJECTED,NDVI mismatch,7
902,349,61,TALUKA_AUTHORITY,2,APPROVED,Need re-survey,68
903,349,37,TALUKA_AUTHORITY,3,REJECTED,Approved after verification,77
904,349,3,TALUKA_AUTHORITY,4,REJECTED,Need re-survey,50
905,350,30,TALUKA_AUTHORITY,1,APPROVED,NDVI mismatch,34
906,350,59,TALUKA_AUTHORITY,2,REJECTED,Approved after verification,9
907,350,90,TALATHI,3,REJECTED,Geo-fence passed,10
908,351,66,DISTRICT_AUTHORITY,1,APPROVED,Need re-survey,87
909,351,19,TALATHI,2,REJECTED,Geo-fence passed,46
910,351,71,TALUKA_AUTHORITY,3,APPROVED,NDVI mismatch,54
911,351,4,TALUKA_AUTHORITY,4,APPROVED,Geo-fence passed,21
912,352,16,DISTRICT_AUTHORITY,1,UNDER_REVIEW,NDVI mismatch,10
913,353,12,TALUKA_AUTHORITY,1,APPROVED,Need re-survey,46
914,353,23,TALATHI,2,UNDER_REVIEW,Geo-fence passed,26
915,353,34,TALATHI,3,UNDER_REVIEW,Approved after verification,77
916,353,23,DISTRICT_AUTHORITY,4,UNDER_REVIEW,Approved after verification,56
917,354,40,TALATHI,1,UNDER_REVIEW,Need re-survey,75
918,355,60,TALATHI,1,APPROVED,Geo-fence passed,83
919,356,24,TALUKA_AUTHORITY,1,UNDER_REVIEW,Approved after verification,32
920,356,81,DISTRICT_AUTHORITY,2,REJECTED,Approved after verification,44
921,356,12,TALUKA_AUTHORITY,3,REJECTED,Need re-survey,23
922,356,31,TALUKA_AUTHORITY,4,UNDER_REVIEW,Approved after verification,14
923,357,46,DISTRICT_AUTHORITY,1,UNDER_REVIEW,Geo-fence passed,66
924,357,69,TALATHI,2,APPROVED,Geo-fence passed,15
925,358,62,TALUKA_AUTHORITY,1,APPROVED,Geo-fence passed,37
926,358,68,TALUKA_AUTHORITY,2,APPROVED,Need re-survey,69
927,358,59,DISTRICT_AUTHORITY,3,APPROVED,Approved after verification,54
928,358,61,DISTRICT_AUTHORITY,4,REJECTED,NDVI mismatch,6
929,359,83,TALATHI,1,REJECTED,NDVI mismatch,86
930,359,24,DISTRICT_AUTHORITY,2,APPROVED,Geo-fence passed,85
931,359,19,TALATHI,3,UNDER_REVIEW,Geo-fence passed,46
932,359,43,TALATHI,4,UNDER_REVIEW,Geo-fence passed,70
933,360,25,DISTRICT_AUTHORITY,1,UNDER_REVIEW,NDVI mismatch,7
934,360,14,TALUKA_AUTHORITY,2,REJECTED,Need re-survey,28
935,361,58,DISTRICT_AUTHORITY,1,REJECTED,Geo-fence passed,64
936,361,38,TALATHI,2,UNDER_REVIEW,Approved after verification,11
937,361,61,TALUKA_AUTHORITY,3,REJECTED,Need re-survey,84
938,362,39,TALUKA_AUTHORITY,1,REJECTED,Approved after verification,56
939,362,62,DISTRICT_AUTHORITY,2,APPROVED,Geo-fence passed,41
940,362,55,TALATHI,3,APPROVED,Approved after verification,10
941,362,87,DISTRICT_AUTHORITY,4,APPROVED,Geo-fence passed,30
942,363,76,TALATHI,1,REJECTED,NDVI mismatch,40
943,363,17,TALATHI,2,REJECTED,Approved after verification,75
944,363,76,TALATHI,3,APPROVED,Approved after verification,54
945,364,44,DISTRICT_AUTHORITY,1,APPROVED,Approved after verification,5
946,365,26,TALATHI,1,APPROVED,Need re-survey,33
947,365,64,TALATHI,2,REJECTED,Need re-survey,86
948,365,13,DISTRICT_AUTHORITY,3,APPROVED,Geo-fence passed,37
949,365,48,DISTRICT_AUTHORITY,4,REJECTED,NDVI mismatch,24
950,366,41,DISTRICT_AUTHORITY,1,UNDER_REVIEW,Approved after verification,12
951,366,46,TALUKA_AUTHORITY,2,REJECTED,Approved after verification,34
952,366,63,TALUKA_AUTHORITY,3,REJECTED,Need re-survey,74
953,366,66,TALUKA_AUTHORITY,4,UNDER_REVIEW,Approved after verification,38
954,367,36,TALATHI,1,REJECTED,Geo-fence passed,14
955,367,42,DISTRICT_AUTHORITY,2,APPROVED,Geo-fence passed,30
956,367,22,DISTRICT_AUTHORITY,3,UNDER_REVIEW,Approved after verification,8
957,367,16,TALUKA_AUTHORITY,4,REJECTED,NDVI mismatch,49
958,368,39,TALUKA_AUTHORITY,1,APPROVED,Geo-fence passed,30
959,368,69,TALUKA_AUTHORITY,2,REJECTED,NDVI mismatch,6
960,369,55,TALUKA_AUTHORITY,1,APPROVED,Need re-survey,93
961,369,57,DISTRICT_AUTHORITY,2,UNDER_REVIEW,NDVI mismatch,81
962,369,23,TALUKA_AUTHORITY,3,REJECTED,NDVI mismatch,73
963,369,63,TALUKA_AUTHORITY,4,REJECTED,Approved after verification,56
964,370,2,DISTRICT_AUTHORITY,1,APPROVED,Approved after verification,24
965,370,60,TALUKA_AUTHORITY,2,APPROVED,NDVI mismatch,90
966,371,51,DISTRICT_AUTHORITY,1,REJECTED,NDVI mismatch,41
967,371,52,DISTRICT_AUTHORITY,2,REJECTED,Geo-fence passed,69
968,372,77,TALUKA_AUTHORITY,1,UNDER_REVIEW,Need re-survey,73
969,372,79,DISTRICT_AUTHORITY,2,APPROVED,NDVI mismatch,37
970,372,72,DISTRICT_AUTHORITY,3,APPROVED,Need re-survey,45
971,373,81,TALATHI,1,REJECTED,Approved after verification,93
972,373,80,TALATHI,2,UNDER_REVIEW,Approved after verification,85
973,374,12,DISTRICT_AUTHORITY,1,APPROVED,Approved after verification,30
974,374,20,TALUKA_AUTHORITY,2,UNDER_REVIEW,Need re-survey,46
975,374,16,DISTRICT_AUTHORITY,3,REJECTED,Approved after verification,80
976,375,19,TALUKA_AUTHORITY,1,REJECTED,Geo-fence passed,39
977,375,71,TALATHI,2,APPROVED,NDVI mismatch,39
978,375,75,DISTRICT_AUTHORITY,3,APPROVED,Need re-survey,34
979,376,14,DISTRICT_AUTHORITY,1,REJECTED,Geo-fence passed,42
980,376,13,TALATHI,2,REJECTED,Need re-survey,46
981,377,32,TALATHI,1,APPROVED,NDVI mismatch,74
982,377,24,DISTRICT_AUTHORITY,2,UNDER_REVIEW,Need re-survey,15
983,377,70,DISTRICT_AUTHORITY,3,APPROVED,Need re-survey,63
984,378,9,TALATHI,1,UNDER_REVIEW,Need re-survey,35
985,378,33,TALATHI,2,UNDER_REVIEW,Approved after verification,57
986,378,78,DISTRICT_AUTHORITY,3,REJECTED,Need re-survey,90
987,379,64,TALATHI,1,REJECTED,Geo-fence passed,16
988,379,82,TALUKA_AUTHORITY,2,UNDER_REVIEW,Geo-fence passed,60
989,379,65,DISTRICT_AUTHORITY,3,APPROVED,NDVI mismatch,87
990,380,90,TALATHI,1,REJECTED,Geo-fence passed,12
991,380,26,TALATHI,2,APPROVED,NDVI mismatch,52
992,381,76,DISTRICT_AUTHORITY,1,UNDER_REVIEW,Need re-survey,54
993,382,79,DISTRICT_AUTHORITY,1,APPROVED,Need re-survey,94
994,383,36,DISTRICT_AUTHORITY,1,APPROVED,Need re-survey,10
995,383,79,DISTRICT_AUTHORITY,2,REJECTED,Geo-fence passed,45
996,383,59,TALATHI,3,UNDER_REVIEW,NDVI mismatch,81
997,384,12,TALATHI,1,REJECTED,Geo-fence passed,59
998,384,84,TALUKA_AUTHORITY,2,REJECTED,Approved after verification,67
999,384,43,TALATHI,3,UNDER_REVIEW,Geo-fence passed,76
1000,385,70,TALUKA_AUTHORITY,1,UNDER_REVIEW,Geo-fence passed,14
1001,385,41,TALATHI,2,UNDER_REVIEW,Need re-survey,35
1002,385,79,TALUKA_AUTHORITY,3,REJECTED,Geo-fence passed,29
1003,386,66,TALUKA_AUTHORITY,1,APPROVED,Approved after verification,6
1004,386,30,DISTRICT_AUTHORITY,2,APPROVED,Need re-survey,28
1005,386,12,TALUKA_AUTHORITY,3,APPROVED,NDVI mismatch,8
1006,386,52,DISTRICT_AUTHORITY,4,REJECTED,Need re-survey,29
1007,387,41,DISTRICT_AUTHORITY,1,REJECTED,Approved after verification,29
1008,387,51,TALUKA_AUTHORITY,2,REJECTED,NDVI mismatch,8
1009,387,7,TALUKA_AUTHORITY,3,UNDER_REVIEW,Approved after verification,73
1010,387,72,DISTRICT_AUTHORITY,4,APPROVED,Geo-fence passed,61
1011,388,84,TALUKA_AUTHORITY,1,REJECTED,Need re-survey,34
1012,388,9,TALUKA_AUTHORITY,2,APPROVED,Approved after verification,72
1013,388,57,TALUKA_AUTHORITY,3,REJECTED,Approved after verification,95
1014,388,28,DISTRICT_AUTHORITY,4,REJECTED,Approved after verification,35
1015,389,49,TALUKA_AUTHORITY,1,UNDER_REVIEW,Geo-fence passed,43
1016,389,75,TALUKA_AUTHORITY,2,UNDER_REVIEW,Need re-survey,83
1017,389,6,TALATHI,3,UNDER_REVIEW,Need re-survey,81
1018,390,60,TALATHI,1,APPROVED,Approved after verification,22
1019,390,37,DISTRICT_AUTHORITY,2,APPROVED,Need re-survey,12
1020,390,44,TALUKA_AUTHORITY,3,APPROVED,Geo-fence passed,54
1021,390,88,TALUKA_AUTHORITY,4,REJECTED,Geo-fence passed,93
1022,391,8,DISTRICT_AUTHORITY,1,REJECTED,Need re-survey,72
1023,391,10,TALATHI,2,APPROVED,Approved after verification,57
1024,392,53,TALUKA_AUTHORITY,1,UNDER_REVIEW,Approved after verification,83
1025,392,89,TALATHI,2,UNDER_REVIEW,NDVI mismatch,19
1026,393,25,TALATHI,1,APPROVED,Geo-fence passed,86
1027,394,51,DISTRICT_AUTHORITY,1,REJECTED,Need re-survey,66
1028,394,72,TALUKA_AUTHORITY,2,APPROVED,NDVI mismatch,61
1029,394,59,TALUKA_AUTHORITY,3,UNDER_REVIEW,Need re-survey,20
1030,394,40,TALATHI,4,UNDER_REVIEW,Need re-survey,93
1031,395,14,DISTRICT_AUTHORITY,1,UNDER_REVIEW,Geo-fence passed,32
1032,395,39,TALATHI,2,REJECTED,NDVI mismatch,23
1033,396,36,DISTRICT_AUTHORITY,1,UNDER_REVIEW,NDVI mismatch,57
1034,396,50,TALATHI,2,REJECTED,Approved after verification,53
1035,397,85,DISTRICT_AUTHORITY,1,UNDER_REVIEW,Geo-fence passed,32
1036,397,3,TALUKA_AUTHORITY,2,REJECTED,Need re-survey,13
1037,397,70,TALATHI,3,REJECTED,NDVI mismatch,24
1038,397,2,TALUKA_AUTHORITY,4,APPROVED,NDVI mismatch,25
1039,398,57,DISTRICT_AUTHORITY,1,APPROVED,Geo-fence passed,10
1040,398,52,TALUKA_AUTHORITY,2,REJECTED,Approved after verification,62
1041,398,12,TALUKA_AUTHORITY,3,UNDER_REVIEW,Geo-fence passed,27
1042,398,74,TALUKA_AUTHORITY,4,REJECTED,Approved after verification,13
1043,399,33,TALUKA_AUTHORITY,1,REJECTED,Need re-survey,57
1044,399,56,TALUKA_AUTHORITY,2,REJECTED,Approved after verification,35
1045,399,70,TALUKA_AUTHORITY,3,REJECTED,NDVI mismatch,72
1046,399,34,TALATHI,4,UNDER_REVIEW,Approved after verification,50
1047,400,12,DISTRICT_AUTHORITY,1,UNDER_REVIEW,Geo-fence passed,63
1048,401,63,TALATHI,1,UNDER_REVIEW,Approved after verification,54
1049,401,89,TALATHI,2,REJECTED,Geo-fence passed,85
1050,401,68,TALUKA_AUTHORITY,3,APPROVED,Approved after verification,10
1051,402,70,TALUKA_AUTHORITY,1,APPROVED,Geo-fence passed,38
1052,402,5,DISTRICT_AUTHORITY,2,APPROVED,Geo-fence passed,68
1053,402,8,TALUKA_AUTHORITY,3,UNDER_REVIEW,Approved after verification,41
1054,403,76,DISTRICT_AUTHORITY,1,APPROVED,Geo-fence passed,36
1055,404,81,TALATHI,1,REJECTED,Geo-fence passed,17
1056,404,50,TALATHI,2,REJECTED,NDVI mismatch,33
1057,404,77,TALATHI,3,UNDER_REVIEW,NDVI mismatch,23
1058,404,20,TALUKA_AUTHORITY,4,REJECTED,Approved after verification,89
1059,405,14,TALATHI,1,UNDER_REVIEW,Need re-survey,42
1060,405,30,TALATHI,2,REJECTED,NDVI mismatch,57
1061,405,48,TALUKA_AUTHORITY,3,UNDER_REVIEW,Approved after verification,84
1062,405,53,DISTRICT_AUTHORITY,4,UNDER_REVIEW,Need re-survey,75
1063,406,31,DISTRICT_AUTHORITY,1,REJECTED,Geo-fence passed,23
1064,406,24,TALATHI,2,REJECTED,Need re-survey,91
1065,406,89,TALUKA_AUTHORITY,3,APPROVED,NDVI mismatch,70
1066,407,53,DISTRICT_AUTHORITY,1,APPROVED,Need re-survey,21
1067,407,21,TALUKA_AUTHORITY,2,UNDER_REVIEW,Geo-fence passed,58
1068,408,73,DISTRICT_AUTHORITY,1,APPROVED,Need re-survey,13
1069,409,4,TALATHI,1,REJECTED,Approved after verification,5
1070,409,11,TALUKA_AUTHORITY,2,UNDER_REVIEW,Geo-fence passed,7
1071,409,19,TALATHI,3,UNDER_REVIEW,NDVI mismatch,35
1072,409,79,TALUKA_AUTHORITY,4,REJECTED,NDVI mismatch,55
1073,410,57,DISTRICT_AUTHORITY,1,APPROVED,Approved after verification,34
1074,411,17,DISTRICT_AUTHORITY,1,UNDER_REVIEW,Need re-survey,84
1075,412,83,TALATHI,1,UNDER_REVIEW,Geo-fence passed,70
1076,413,67,TALATHI,1,REJECTED,NDVI mismatch,77
1077,413,8,DISTRICT_AUTHORITY,2,UNDER_REVIEW,Approved after verification,65
1078,413,15,TALATHI,3,UNDER_REVIEW,NDVI mismatch,14
1079,414,83,TALATHI,1,UNDER_REVIEW,Geo-fence passed,85
1080,414,78,TALUKA_AUTHORITY,2,UNDER_REVIEW,Need re-survey,74
1081,414,8,TALUKA_AUTHORITY,3,REJECTED,Need re-survey,53
1082,414,27,TALUKA_AUTHORITY,4,UNDER_REVIEW,Need re-survey,21
1083,415,25,TALATHI,1,UNDER_REVIEW,Approved after verification,75
1084,415,37,TALUKA_AUTHORITY,2,REJECTED,Approved after verification,83
1085,415,52,TALUKA_AUTHORITY,3,REJECTED,NDVI mismatch,20
1086,415,61,TALUKA_AUTHORITY,4,APPROVED,Need re-survey,46
1087,416,4,TALATHI,1,UNDER_REVIEW,NDVI mismatch,80
1088,416,18,TALUKA_AUTHORITY,2,REJECTED,Approved after verification,14
1089,416,7,TALUKA_AUTHORITY,3,REJECTED,NDVI mismatch,34
1090,417,55,TALATHI,1,APPROVED,Geo-fence passed,82
1091,417,19,TALUKA_AUTHORITY,2,REJECTED,Need re-survey,15
1092,417,66,TALUKA_AUTHORITY,3,UNDER_REVIEW,Geo-fence passed,91
1093,418,80,TALUKA_AUTHORITY,1,APPROVED,Need re-survey,88
1094,419,36,TALUKA_AUTHORITY,1,APPROVED,Geo-fence passed,71
1095,419,37,TALATHI,2,REJECTED,Need re-survey,66
1096,419,60,DISTRICT_AUTHORITY,3,APPROVED,Geo-fence passed,19
1097,420,74,TALUKA_AUTHORITY,1,REJECTED,Approved after verification,84
1098,420,67,TALATHI,2,REJECTED,NDVI mismatch,48
1099,420,38,TALATHI,3,REJECTED,NDVI mismatch,24
1100,420,38,TALATHI,4,APPROVED,NDVI mismatch,16
1101,421,32,TALUKA_AUTHORITY,1,UNDER_REVIEW,NDVI mismatch,51
1102,421,66,TALUKA_AUTHORITY,2,REJECTED,Geo-fence passed,26
1103,421,67,TALATHI,3,REJECTED,Need re-survey,23
1104,422,7,DISTRICT_AUTHORITY,1,REJECTED,Approved after verification,44
1105,422,60,DISTRICT_AUTHORITY,2,REJECTED,Geo-fence passed,67
1106,422,35,TALATHI,3,REJECTED,Approved after verification,38
1107,422,39,TALATHI,4,UNDER_REVIEW,Geo-fence passed,89
1108,423,65,TALUKA_AUTHORITY,1,REJECTED,Approved after verification,91
1109,423,26,TALATHI,2,REJECTED,Geo-fence passed,32
1110,423,24,TALUKA_AUTHORITY,3,UNDER_REVIEW,Geo-fence passed,33
1111,424,67,TALUKA_AUTHORITY,1,UNDER_REVIEW,Approved after verification,7
1112,424,85,TALATHI,2,UNDER_REVIEW,Need re-survey,72
1113,425,10,TALUKA_AUTHORITY,1,REJECTED,NDVI mismatch,40
1114,426,9,TALATHI,1,APPROVED,Geo-fence passed,55
1115,426,81,DISTRICT_AUTHORITY,2,UNDER_REVIEW,Need re-survey,92
1116,426,17,TALUKA_AUTHORITY,3,REJECTED,Geo-fence passed,18
1117,427,21,TALATHI,1,UNDER_REVIEW,Geo-fence passed,94
1118,427,75,DISTRICT_AUTHORITY,2,UNDER_REVIEW,NDVI mismatch,10
1119,428,6,DISTRICT_AUTHORITY,1,REJECTED,Geo-fence passed,82
1120,428,22,DISTRICT_AUTHORITY,2,APPROVED,NDVI mismatch,66
1121,429,48,TALATHI,1,UNDER_REVIEW,Geo-fence passed,89
1122,430,77,DISTRICT_AUTHORITY,1,UNDER_REVIEW,Approved after verification,8
1123,430,74,TALATHI,2,UNDER_REVIEW,Need re-survey,13
1124,430,18,TALATHI,3,APPROVED,Need re-survey,56
1125,430,66,TALATHI,4,APPROVED,Approved after verification,14
1126,431,65,TALUKA_AUTHORITY,1,APPROVED,Need re-survey,47
1127,431,38,DISTRICT_AUTHORITY,2,UNDER_REVIEW,Geo-fence passed,31
1128,431,28,DISTRICT_AUTHORITY,3,APPROVED,Geo-fence passed,53
1129,432,66,TALATHI,1,APPROVED,Need re-survey,89
1130,432,1,TALUKA_AUTHORITY,2,APPROVED,Geo-fence passed,23
1131,432,14,TALUKA_AUTHORITY,3,REJECTED,Need re-survey,19
1132,432,73,DISTRICT_AUTHORITY,4,APPROVED,Need re-survey,77
1133,433,80,TALUKA_AUTHORITY,1,APPROVED,NDVI mismatch,75
1134,433,8,TALATHI,2,UNDER_REVIEW,Geo-fence passed,91
1135,433,3,TALATHI,3,APPROVED,Geo-fence passed,19
1136,433,6,DISTRICT_AUTHORITY,4,REJECTED,Need re-survey,85
1137,434,81,TALUKA_AUTHORITY,1,UNDER_REVIEW,Need re-survey,67
1138,434,74,DISTRICT_AUTHORITY,2,APPROVED,Need re-survey,25
1139,434,13,TALUKA_AUTHORITY,3,APPROVED,NDVI mismatch,88
1140,435,43,TALUKA_AUTHORITY,1,REJECTED,NDVI mismatch,84
1141,435,71,TALUKA_AUTHORITY,2,APPROVED,Geo-fence passed,59
1142,435,38,TALUKA_AUTHORITY,3,REJECTED,Approved after verification,14
1143,435,39,TALUKA_AUTHORITY,4,APPROVED,Approved after verification,67
1144,436,66,DISTRICT_AUTHORITY,1,UNDER_REVIEW,Need re-survey,61
1145,436,68,TALATHI,2,REJECTED,Need re-survey,93
1146,436,59,TALUKA_AUTHORITY,3,REJECTED,Geo-fence passed,52
1147,437,42,DISTRICT_AUTHORITY,1,APPROVED,Approved after verification,29
1148,438,81,TALUKA_AUTHORITY,1,REJECTED,Need re-survey,59
1149,438,85,DISTRICT_AUTHORITY,2,REJECTED,Geo-fence passed,42
1150,438,18,TALUKA_AUTHORITY,3,APPROVED,Approved after verification,9
1151,439,6,DISTRICT_AUTHORITY,1,REJECTED,Geo-fence passed,12
1152,439,37,TALUKA_AUTHORITY,2,UNDER_REVIEW,Approved after verification,28
1153,439,54,DISTRICT_AUTHORITY,3,REJECTED,Geo-fence passed,50
1154,439,64,DISTRICT_AUTHORITY,4,REJECTED,NDVI mismatch,26
1155,440,33,TALUKA_AUTHORITY,1,UNDER_REVIEW,NDVI mismatch,87
1156,441,83,DISTRICT_AUTHORITY,1,UNDER_REVIEW,NDVI mismatch,46
1157,442,9,DISTRICT_AUTHORITY,1,REJECTED,NDVI mismatch,69
1158,442,90,TALATHI,2,UNDER_REVIEW,NDVI mismatch,85
1159,443,4,TALUKA_AUTHORITY,1,APPROVED,Need re-survey,52
1160,443,19,TALATHI,2,APPROVED,Approved after verification,77
1161,443,32,TALATHI,3,UNDER_REVIEW,Geo-fence passed,71
1162,443,2,TALUKA_AUTHORITY,4,UNDER_REVIEW,Need re-survey,62
1163,444,3,DISTRICT_AUTHORITY,1,REJECTED,NDVI mismatch,81
1164,444,41,TALATHI,2,UNDER_REVIEW,Geo-fence passed,73
1165,444,62,TALATHI,3,APPROVED,Geo-fence passed,30
1166,445,35,DISTRICT_AUTHORITY,1,REJECTED,NDVI mismatch,55
1167,446,48,TALUKA_AUTHORITY,1,REJECTED,Approved after verification,61
1168,446,7,TALUKA_AUTHORITY,2,REJECTED,Need re-survey,29
1169,446,88,TALATHI,3,REJECTED,Geo-fence passed,23
1170,446,51,TALATHI,4,APPROVED,Geo-fence passed,12
1171,447,10,DISTRICT_AUTHORITY,1,APPROVED,Geo-fence passed,86
1172,448,69,DISTRICT_AUTHORITY,1,REJECTED,Need re-survey,44
1173,448,36,DISTRICT_AUTHORITY,2,APPROVED,NDVI mismatch,62
1174,448,39,TALATHI,3,UNDER_REVIEW,Geo-fence passed,82
1175,449,89,DISTRICT_AUTHORITY,1,REJECTED,NDVI mismatch,19
1176,449,55,TALUKA_AUTHORITY,2,APPROVED,Geo-fence passed,52
1177,449,51,TALATHI,3,APPROVED,NDVI mismatch,31
1178,449,75,TALUKA_AUTHORITY,4,UNDER_REVIEW,Need re-survey,35
1179,450,80,DISTRICT_AUTHORITY,1,UNDER_REVIEW,Geo-fence passed,29
1180,450,24,TALUKA_AUTHORITY,2,UNDER_REVIEW,Approved after verification,84
1181,451,45,TALUKA_AUTHORITY,1,APPROVED,NDVI mismatch,62
1182,451,37,TALATHI,2,UNDER_REVIEW,Approved after verification,24
1183,452,5,TALUKA_AUTHORITY,1,APPROVED,Geo-fence passed,76
1184,452,53,TALUKA_AUTHORITY,2,REJECTED,Geo-fence passed,48
1185,452,47,DISTRICT_AUTHORITY,3,APPROVED,Need re-survey,59
1186,452,80,TALATHI,4,APPROVED,Approved after verification,92
1187,453,34,DISTRICT_AUTHORITY,1,REJECTED,Approved after verification,38
1188,453,29,TALUKA_AUTHORITY,2,APPROVED,Need re-survey,95
1189,454,33,TALATHI,1,REJECTED,Geo-fence passed,85
1190,454,28,TALATHI,2,APPROVED,Need re-survey,67
1191,454,12,TALATHI,3,UNDER_REVIEW,Geo-fence passed,89
1192,454,63,TALATHI,4,UNDER_REVIEW,Approved after verification,57
1193,455,30,DISTRICT_AUTHORITY,1,UNDER_REVIEW,NDVI mismatch,56
1194,455,34,TALATHI,2,REJECTED,Need re-survey,51
1195,456,4,TALATHI,1,UNDER_REVIEW,Need re-survey,10
1196,456,55,DISTRICT_AUTHORITY,2,APPROVED,Approved after verification,7
1197,457,70,TALATHI,1,UNDER_REVIEW,NDVI mismatch,91
1198,457,7,TALATHI,2,REJECTED,Approved after verification,94
1199,457,26,TALUKA_AUTHORITY,3,APPROVED,NDVI mismatch,55
1200,457,5,TALUKA_AUTHORITY,4,APPROVED,Need re-survey,83
1201,458,51,TALATHI,1,REJECTED,NDVI mismatch,57
1202,458,7,DISTRICT_AUTHORITY,2,REJECTED,Geo-fence passed,68
1203,459,55,TALATHI,1,REJECTED,Need re-survey,33
1204,459,61,DISTRICT_AUTHORITY,2,APPROVED,Geo-fence passed,34
1205,459,49,DISTRICT_AUTHORITY,3,APPROVED,NDVI mismatch,84
1206,459,38,DISTRICT_AUTHORITY,4,APPROVED,NDVI mismatch,15
1207,460,39,TALATHI,1,UNDER_REVIEW,Need re-survey,94
1208,460,34,TALATHI,2,APPROVED,Geo-fence passed,17
1209,460,44,TALATHI,3,REJECTED,Approved after verification,44
1210,461,12,TALATHI,1,REJECTED,Approved after verification,5
1211,462,57,TALATHI,1,REJECTED,NDVI mismatch,36
1212,462,23,TALATHI,2,REJECTED,Approved after verification,52
1213,462,24,TALUKA_AUTHORITY,3,UNDER_REVIEW,Need re-survey,43
1214,463,79,DISTRICT_AUTHORITY,1,UNDER_REVIEW,Geo-fence passed,48
1215,463,45,TALUKA_AUTHORITY,2,REJECTED,Geo-fence passed,22
1216,463,46,TALUKA_AUTHORITY,3,REJECTED,NDVI mismatch,16
1217,464,17,TALUKA_AUTHORITY,1,REJECTED,NDVI mismatch,60
1218,464,74,TALATHI,2,UNDER_REVIEW,NDVI mismatch,53
1219,465,59,TALATHI,1,UNDER_REVIEW,NDVI mismatch,43
1220,465,86,TALATHI,2,APPROVED,Geo-fence passed,90
1221,465,46,TALUKA_AUTHORITY,3,APPROVED,Geo-fence passed,27
1222,466,82,TALATHI,1,UNDER_REVIEW,Need re-survey,33
1223,467,82,TALUKA_AUTHORITY,1,UNDER_REVIEW,Need re-survey,52
1224,467,78,TALUKA_AUTHORITY,2,REJECTED,Approved after verification,72
1225,467,11,DISTRICT_AUTHORITY,3,UNDER_REVIEW,Approved after verification,10
1226,468,18,TALATHI,1,UNDER_REVIEW,Need re-survey,73
1227,468,29,DISTRICT_AUTHORITY,2,UNDER_REVIEW,NDVI mismatch,27
1228,469,82,TALATHI,1,APPROVED,Need re-survey,5
1229,470,38,DISTRICT_AUTHORITY,1,REJECTED,Need re-survey,85
1230,470,31,DISTRICT_AUTHORITY,2,UNDER_REVIEW,Approved after verification,88
1231,471,78,TALATHI,1,UNDER_REVIEW,Approved after verification,5
1232,471,77,TALATHI,2,UNDER_REVIEW,Approved after verification,45
1233,471,31,DISTRICT_AUTHORITY,3,REJECTED,Approved after verification,14
1234,471,45,DISTRICT_AUTHORITY,4,UNDER_REVIEW,Approved after verification,6
1235,472,41,TALATHI,1,APPROVED,Need re-survey,37
1236,473,38,TALUKA_AUTHORITY,1,UNDER_REVIEW,Need re-survey,91
1237,473,8,TALUKA_AUTHORITY,2,APPROVED,Need re-survey,28
1238,473,30,TALUKA_AUTHORITY,3,APPROVED,Need re-survey,9
1239,474,73,TALATHI,1,UNDER_REVIEW,Geo-fence passed,65
1240,474,60,DISTRICT_AUTHORITY,2,APPROVED,Need re-survey,9
1241,474,43,TALATHI,3,APPROVED,Approved after verification,31
1242,474,55,TALATHI,4,APPROVED,Approved after verification,70
1243,475,2,TALATHI,1,UNDER_REVIEW,Geo-fence passed,12
1244,475,83,DISTRICT_AUTHORITY,2,REJECTED,NDVI mismatch,29
1245,476,1,DISTRICT_AUTHORITY,1,UNDER_REVIEW,Geo-fence passed,88
1246,476,48,TALATHI,2,REJECTED,Geo-fence passed,10
1247,476,86,TALUKA_AUTHORITY,3,REJECTED,Approved after verification,46
1248,477,84,TALUKA_AUTHORITY,1,UNDER_REVIEW,Approved after verification,62
1249,477,32,DISTRICT_AUTHORITY,2,UNDER_REVIEW,Need re-survey,62
1250,477,69,DISTRICT_AUTHORITY,3,APPROVED,Need re-survey,87
1251,477,3,DISTRICT_AUTHORITY,4,UNDER_REVIEW,Need re-survey,87
1252,478,11,DISTRICT_AUTHORITY,1,APPROVED,Need re-survey,7
1253,478,20,TALUKA_AUTHORITY,2,APPROVED,NDVI mismatch,10
1254,478,59,DISTRICT_AUTHORITY,3,UNDER_REVIEW,NDVI mismatch,95
