evidence_id,survey_id,file_type,file_url,gps_lat,gps_lng,captured_at,ai_analysis,embedding_vector
597,293,VIDEO,https://mock/5a38d688-1568-45d2-bd1c-6c823d29f453.jpg,19.8192865,73.5863419,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
598,294,IMAGE,https://mock/327b3be5-9fa1-4937-9b51-fc312245ead4.jpg,18.6764707,77.7424325,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
599,294,IMAGE,https://mock/4c7aec00-cfc3-4900-84ca-0f56ac9bf27b.jpg,16.9922405,73.4630469,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
600,294,VIDEO,https://mock/23778a31-528a-4469-a795-914bdc7c847d.jpg,16.9903934,73.861895,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
601,295,VIDEO,https://mock/2898d76e-b768-4ff7-b086-f3ae724f83a5.jpg,17.796564,72.6116758,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
602,295,IMAGE,https://mock/16fe863e-e6a2-40bc-9c6f-9016749ebeed.jpg,17.446464,79.3432693,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
603,296,VIDEO,https://mock/f8fd5b76-82e8-476e-a255-c647e58ff69c.jpg,18.9806684,75.201369,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
604,297,IMAGE,https://mock/45633c74-10c1-4258-8f5f-37cfa9e80e05.jpg,19.8261429,75.7829797,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
605,297,VIDEO,https://mock/9ce00033-9294-4039-9cdc-1445fc09c77b.jpg,18.4076233,76.9977801,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
606,298,IMAGE,https://mock/25270b43-757b-4172-9950-4bf0b2bcf41d.jpg,20.4810737,79.3535646,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
607,299,IMAGE,https://mock/6aa4cd58-303d-4501-8b89-359e4cf8e2ed.jpg,20.0405272,78.488457,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
608,299,VIDEO,https://mock/56f65443-972f-4087-b396-52d6256667bc.jpg,19.3746178,76.9048604,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
609,300,IMAGE,https://mock/adcf1a04-950c-4944-aa0e-4e1d85551833.jpg,17.2852045,75.3512467,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
610,300,IMAGE,https://mock/f6d72fa2-7350-4acb-b983-029021f73259.jpg,20.3776803,73.5496635,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
611,301,IMAGE,https://mock/a7fc8a27-ab62-4116-9368-d152c414a67e.jpg,16.656799,78.3617859,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
612,302,IMAGE,https://mock/c8a59667-bf4a-44ce-a2a8-5ef8c5ce8402.jpg,19.0633088,75.7299035,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
613,302,VIDEO,https://mock/feb44d05-e135-4f8e-a1a5-1337d3183bd2.jpg,17.0278611,76.7957623,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
614,303,VIDEO,https://mock/44121a88-7749-4bf8-9dc0-8ed9181b9163.jpg,20.0285886,78.0198742,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
615,303,IMAGE,https://mock/8fe9026b-fc27-4659-984c-7ef1e99061af.jpg,20.4639355,76.6323286,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
616,303,VIDEO,https://mock/159af034-f38b-4e58-bc9e-28ddccbcaa91.jpg,20.0086588,74.8225747,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
617,304,VIDEO,https://mock/c08d50a5-3376-48d0-b1ee-42b368f9831a.jpg,19.8854104,72.446557,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
618,304,IMAGE,https://mock/0655e533-2d86-4b83-adab-dfb7e9c3d21d.jpg,17.174054,75.5768114,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
619,305,IMAGE,https://mock/9a6877b6-5360-4c70-8ace-8e6ed3e1d909.jpg,17.5663886,78.8528417,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
620,305,VIDEO,https://mock/7cfa034e-2c24-4eb9-9332-0e3540101daf.jpg,16.4846492,75.4082406,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
621,305,VIDEO,https://mock/360cf033-1e48-46c2-9342-cfc10fd4a635.jpg,20.7725325,76.8668787,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
622,306,IMAGE,https://mock/b64f9474-2a8e-4279-bb4f-dd2e19b0694a.jpg,17.8384513,78.326817,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
623,306,VIDEO,https://mock/bc2d603a-16a0-4bd2-92b7-b7bbc5968fb8.jpg,16.2835815,78.766335,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
624,307,VIDEO,https://mock/9c81609a-4ccd-4eb0-b599-326346bdec9c.jpg,20.7824035,78.1470851,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
625,308,IMAGE,https://mock/309cd625-af05-4b24-b4f7-49758a7412fb.jpg,17.6835956,75.5617836,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
626,309,IMAGE,https://mock/7f9b5863-c235-4db2-99ff-1143a09402c9.jpg,19.6645834,72.1410583,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
627,309,VIDEO,https://mock/4dd02966-2483-4715-a781-364f046f6277.jpg,16.5053335,72.8198837,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
628,309,IMAGE,https://mock/b0d21f9b-2e77-4e37-85d6-eba265d85065.jpg,19.673564,76.6437208,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
629,310,IMAGE,https://mock/b19204fb-cf79-4d79-96e6-6db90269b881.jpg,20.4662886,79.3393846,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
630,310,IMAGE,https://mock/f89f675f-6922-4037-83c5-7a9013f2a37c.jpg,19.9072222,79.1195832,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
631,310,VIDEO,https://mock/2c900c28-8ad9-4af1-91b0-ace5ec715c57.jpg,18.2194958,73.0470211,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
632,311,IMAGE,https://mock/432d9dfd-9b55-4ba9-a6f2-e7d24452f4b5.jpg,18.3434993,79.7357949,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
633,311,IMAGE,https://mock/3a9a68e4-c5c8-429b-8468-5dde71e62646.jpg,18.3908691,72.6248672,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
634,311,IMAGE,https://mock/bf6cb471-40c1-4f46-864c-0cd21481cebb.jpg,18.470707,77.7669622,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
635,312,IMAGE,https://mock/10275207-b384-454e-9975-caa5a8e922e2.jpg,18.2786514,79.0125397,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
636,313,IMAGE,https://mock/ab88c48a-e65d-4be4-af2f-ccb840be99a1.jpg,18.2285019,72.1888308,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
637,313,VIDEO,https://mock/bc24e541-1bb9-4886-b350-e2a07c54c9e4.jpg,17.9619517,77.1796893,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
638,314,IMAGE,https://mock/0f8efb02-79bc-4883-9232-ba87147507b3.jpg,20.5315534,74.279603,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
639,314,IMAGE,https://mock/9775b4cb-1fbe-4109-9b06-7090d8ffc8c8.jpg,16.6219193,77.0289293,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
640,314,VIDEO,https://mock/1e61a9cf-0145-4284-b729-3e797dce1772.jpg,19.7167936,74.1710503,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
641,315,IMAGE,https://mock/ae8b522c-f4b4-4092-907f-9e9a449fc2e0.jpg,19.7527917,74.4947812,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
642,315,VIDEO,https://mock/e4502800-ac42-4c7f-bc4e-682926150436.jpg,16.3874098,75.5431581,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
643,316,VIDEO,https://mock/e131e481-fbee-443b-8f8d-19a3bfada04b.jpg,19.3034115,73.8903727,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
644,317,IMAGE,https://mock/70d1887b-f0e6-4524-b981-5af17ed45950.jpg,17.5984566,75.4151952,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
645,317,IMAGE,https://mock/5ab1acf2-1870-4f83-8841-db29c145818f.jpg,19.3781735,79.2935759,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
646,318,VIDEO,https://mock/78d34232-1c2b-4b37-a59b-9c3fa669bcc2.jpg,18.2667154,72.8048464,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
647,318,IMAGE,https://mock/b338501e-7c5e-4680-a6fb-54713a4f27d7.jpg,20.6991038,73.7849145,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
648,318,IMAGE,https://mock/8fe2ec81-b947-43c8-a9de-fda55d313406.jpg,19.6334877,79.4863741,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
649,319,VIDEO,https://mock/1422df2e-cff4-48f7-ae6c-271df2b82616.jpg,16.1980761,79.6053566,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
650,320,VIDEO,https://mock/1fa1c09d-27cc-4a5f-a79d-8c29dc8eda91.jpg,18.0652449,79.1494429,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
651,320,VIDEO,https://mock/b8a60479-0bb7-4776-b054-b98147d4200d.jpg,17.5282501,77.8687955,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
652,321,IMAGE,https://mock/cfc32222-b5e7-4b0e-84f0-95febe52acc6.jpg,20.9733716,79.0182027,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
653,321,IMAGE,https://mock/2ce9e400-6914-4220-a08e-235de60970dc.jpg,20.5541013,75.1277496,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
654,321,IMAGE,https://mock/9be694aa-43bf-4023-bfad-f66750c5c789.jpg,19.7597804,72.9191281,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
655,322,VIDEO,https://mock/9119cca9-8a8f-4e0e-9990-028ef8e3a8f3.jpg,19.6363536,72.7303623,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
656,323,VIDEO,https://mock/7d58ca95-7453-456c-b735-7bbd77b55435.jpg,20.2948324,76.300878,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
657,323,IMAGE,https://mock/b3268502-be6f-4f59-a6ec-82c446067425.jpg,20.7761874,72.8231502,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
658,323,IMAGE,https://mock/0a07f486-9ada-4af4-abe1-fe616f6e4a14.jpg,19.5203058,74.1909688,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
659,324,VIDEO,https://mock/a131147f-f37c-4e35-ae05-f5977b73df43.jpg,20.8199401,75.2979061,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
660,325,VIDEO,https://mock/f2a7cfbd-1752-4ace-ba60-ab0619aed8a3.jpg,19.1942081,75.1717968,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
661,326,IMAGE,https://mock/f2ccf10c-4679-4569-8e2d-e39cc6ced676.jpg,19.2912962,73.2222483,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
662,326,VIDEO,https://mock/766188c8-d0ee-42f7-b704-aa0ad94704f7.jpg,19.0811243,79.0475757,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
663,327,VIDEO,https://mock/3a75c892-0041-4ea6-af67-02c67b756944.jpg,18.2006633,72.0605211,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
664,327,IMAGE,https://mock/4c0d5a27-f6f9-4304-86ed-57e7589cbe91.jpg,20.302639,77.390249,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
665,328,IMAGE,https://mock/294db4a6-7638-4652-95f0-d124a5abc196.jpg,20.2354842,75.6674262,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
666,329,VIDEO,https://mock/ba402dba-b02e-4da9-96b2-03555c3815db.jpg,20.492509,77.0078788,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
667,329,VIDEO,https://mock/b5dc37f1-63e9-447b-82b7-5559f9d90646.jpg,16.2442702,72.0186444,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
668,330,IMAGE,https://mock/2822b6b1-44f0-47fc-b7b7-92d42f505b61.jpg,20.5516353,76.7698638,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
669,330,IMAGE,https://mock/c75a6da6-fb38-4432-af24-c3f6e1ac1493.jpg,16.3293397,72.3793095,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
670,331,IMAGE,https://mock/7ef92a2a-58a2-44b0-88aa-5a8231d0fd77.jpg,17.8102714,73.1029199,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
671,332,VIDEO,https://mock/fbad045f-e307-4fe8-b234-fd54798d68cb.jpg,18.776954,75.5213633,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
672,333,VIDEO,https://mock/f16d9b78-85c0-4201-8650-c56b525d32d7.jpg,18.649441,73.4584143,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
673,333,VIDEO,https://mock/a619a700-b67a-4fa6-9dee-e8dc4b8e7d97.jpg,17.1725885,77.7352886,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
674,334,VIDEO,https://mock/1b4a8c4c-50e8-49fd-8caf-e956db78c417.jpg,19.2117382,74.245988,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
675,334,VIDEO,https://mock/ddcced0a-42e8-441a-b8cb-da9d85c26008.jpg,17.9171821,78.74486,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
676,334,VIDEO,https://mock/57aaef84-b7c7-40ef-be39-572229e6c3e7.jpg,18.0421924,79.8317731,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
677,335,VIDEO,https://mock/f23ff5eb-774f-4ead-9be8-e82c6007a381.jpg,19.3374839,73.0669724,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
678,336,VIDEO,https://mock/42feb0b7-b717-43b4-b060-01648d4bf080.jpg,18.9675362,73.7652604,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
679,336,VIDEO,https://mock/5f5161ca-672b-43ee-84e4-63d260608b35.jpg,18.7166002,79.7942572,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
680,336,VIDEO,https://mock/f8c6a1b7-70a8-4085-b1ba-ad34f724ce30.jpg,17.2304385,75.0045208,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
681,337,VIDEO,https://mock/bc776bac-d0f9-438b-81de-de0d6769c4a5.jpg,18.2048109,76.3040353,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
682,337,IMAGE,https://mock/49124e2b-c4ad-45a1-ae7c-6b484e6f67ab.jpg,16.3035235,74.7621139,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
683,337,IMAGE,https://mock/ff8cca5c-b4a1-4daf-9a5d-a2b0f91d0d1a.jpg,20.1144712,76.9891912,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
684,338,VIDEO,https://mock/bd65ef47-1844-497f-bac2-79581c3bf731.jpg,17.5163666,78.7523709,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
685,338,IMAGE,https://mock/aafa401c-a2a6-4b69-a58a-238bd05c4abf.jpg,16.1964725,73.1035041,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
686,338,IMAGE,https://mock/4444509d-f2ea-466a-a89c-07b0a7e96be3.jpg,20.0179318,79.8168657,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
687,339,VIDEO,https://mock/a2f47a07-bfd3-4fac-bfae-2a0798c4e7e8.jpg,19.0618944,79.5644753,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
688,340,VIDEO,https://mock/812b6aa3-4513-42d4-a6e1-3724d093a8b1.jpg,16.6116877,73.7387477,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
689,340,IMAGE,https://mock/3eca06cd-fde2-4915-9ab6-e1efe1f8e361.jpg,17.9288658,78.0785683,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
690,341,VIDEO,https://mock/9744170b-bb80-42f2-af46-9d341d8a35ec.jpg,19.5635817,72.82306,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
691,341,IMAGE,https://mock/76174388-a9ae-459d-992f-651f39b98f2a.jpg,18.0449667,75.6380864,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
692,342,VIDEO,https://mock/c68d1957-5a57-4238-81e4-955182a9cf88.jpg,19.0276134,77.9516939,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
693,343,IMAGE,https://mock/7bd94fe7-70ab-43db-8744-da58e2889cf8.jpg,20.8580502,75.7674247,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
694,343,IMAGE,https://mock/d28a09dc-91a0-4393-a556-ff7a446e8c7c.jpg,18.686808,77.4625137,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
695,344,IMAGE,https://mock/792c3749-71e9-4962-a828-2c95e7d5d389.jpg,20.8088892,73.8594848,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
696,345,IMAGE,https://mock/e9eb9005-eb77-47d6-aaea-5a27b5ad3ecb.jpg,18.7980469,76.872272,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
697,346,VIDEO,https://mock/c4fdb6c9-d65a-4ea5-a66f-985a57dd6970.jpg,20.0904205,79.6517263,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
698,347,VIDEO,https://mock/bd38e2ec-94e4-479a-ba29-9d936f63936a.jpg,17.2127804,74.5164735,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
699,348,VIDEO,https://mock/c1c309e2-26d4-4755-9371-c7f4e6d6e0b3.jpg,19.0438018,74.2022254,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
700,349,VIDEO,https://mock/649b71fc-edac-4878-9baa-ce0712ef17e4.jpg,19.5233257,76.5808803,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
701,349,VIDEO,https://mock/38d10e22-9432-4480-a23f-4a5c5d70f2a8.jpg,18.4260379,75.576126,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
702,350,VIDEO,https://mock/7d6026ac-5158-4e8b-bdd9-b1fe9d65a1d8.jpg,18.5764877,77.1122535,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
703,350,VIDEO,https://mock/394d0637-52ea-4fdd-b5e5-47577df015e6.jpg,16.0539946,77.4290454,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
704,350,VIDEO,https://mock/e14a6456-cd7f-4d6c-af55-d6ae6af42177.jpg,17.8472237,77.4484777,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
705,351,VIDEO,https://mock/1bd1459c-625e-488c-b24b-786a8a5ac336.jpg,17.5089111,74.6512802,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
706,351,VIDEO,https://mock/a1d01e6c-c454-409e-a0c4-c717a9a70136.jpg,18.5285818,79.5377152,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
707,351,VIDEO,https://mock/c52d80ba-1111-4d05-9ef8-4e300b5ee42e.jpg,20.9896004,73.1982176,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
708,352,IMAGE,https://mock/6c68ddde-3b8a-4a5d-a553-313cd5a8a91f.jpg,19.4486255,76.2546483,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
709,352,VIDEO,https://mock/d37f4475-1e86-4b42-a504-bee59e304b4c.jpg,16.2024357,75.3418233,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
710,352,IMAGE,https://mock/ff11b748-5fe5-46f8-90b5-9ee9cc51fdd5.jpg,20.9488821,73.0744926,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
711,353,IMAGE,https://mock/b555ba1d-b52e-495b-99f9-fcf94405ffd9.jpg,16.0513497,75.7455963,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
712,354,IMAGE,https://mock/85bc8d38-ae47-43de-a199-aca91e7cd46c.jpg,18.0981023,77.6004796,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
713,355,IMAGE,https://mock/7c68384e-3f46-472a-b0ec-2df1bf08106c.jpg,16.5651787,75.1362175,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
714,355,VIDEO,https://mock/653a14c4-6f6b-4297-ba85-72542d32f322.jpg,19.9814886,73.6770673,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
715,355,IMAGE,https://mock/7032c846-d655-4254-a19f-98960c15ce41.jpg,18.6790298,77.1074451,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
716,356,IMAGE,https://mock/d9e998bf-1d32-4cc6-88a6-441d0f9b04c6.jpg,17.8753015,75.3525993,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
717,356,VIDEO,https://mock/abd43ec0-2a7b-437e-a113-1899ddbbfb5d.jpg,19.2965111,78.4313024,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
718,356,VIDEO,https://mock/5a8a8156-3e4e-4627-9d00-b8cd768ddf54.jpg,17.0406067,79.290283,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
719,357,IMAGE,https://mock/0859e635-148d-416a-b116-d51f1702dc67.jpg,20.5902771,77.8260276,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
720,357,VIDEO,https://mock/d6d18086-9bef-4b14-96d7-ed21e858ef42.jpg,17.7233864,76.2261457,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
721,357,VIDEO,https://mock/b38cbf5d-de77-4005-898c-f1c86b10484a.jpg,18.7749722,75.2789816,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
722,358,IMAGE,https://mock/46ba1f53-f16a-4b66-9f8d-424400155dc5.jpg,18.8728505,74.6263004,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
723,358,IMAGE,https://mock/df6d72a6-8bec-4c05-91df-bad68921e562.jpg,16.6774425,78.5989749,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
724,359,VIDEO,https://mock/25d56941-a8c3-4b51-9a5c-22c7c74ea3d0.jpg,16.8814362,75.543494,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
725,359,IMAGE,https://mock/4f2c91f1-2193-4dc6-9206-c73f0cbdc536.jpg,17.6583496,73.7457928,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
726,359,VIDEO,https://mock/1a1f8b98-0b41-48eb-9650-40a9aed6afb1.jpg,19.9245092,76.466156,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
727,360,IMAGE,https://mock/3a76caa0-4051-4412-ab1e-94392e2e9f11.jpg,19.7144763,72.4590283,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
728,361,VIDEO,https://mock/b1c765fb-7f89-4f45-aa99-c08dc6c64e2a.jpg,16.9760484,73.5694699,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
729,361,VIDEO,https://mock/4901fbc7-d22e-40c2-9a62-0a0aa4b00090.jpg,18.752708,78.3380511,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
730,361,VIDEO,https://mock/b9f976d6-67fc-4210-ae54-6db16ef08931.jpg,18.7025192,76.589778,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
731,362,IMAGE,https://mock/83bdadea-61ba-4a4a-b3c6-0a9c061ac187.jpg,17.8545806,77.1333848,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
732,362,VIDEO,https://mock/ad8fb9ac-f1c0-4c58-a025-0e7a78dfc7b8.jpg,20.6465549,77.514115,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
733,363,IMAGE,https://mock/6f8b59a0-86b4-4b43-8eea-f55cd0cf9c85.jpg,16.100084,75.587635,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
734,363,VIDEO,https://mock/d23bc7b9-5fcd-4d5e-818d-3496904b6a88.jpg,20.0227488,72.4214865,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
735,363,IMAGE,https://mock/3f39db18-8550-4ee8-b55a-7ed77aa5730b.jpg,18.7412376,78.1640125,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
736,364,VIDEO,https://mock/1713b5ef-2fdb-4401-8717-f428a48d5c0d.jpg,20.5014922,75.5719745,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
737,365,IMAGE,https://mock/be4ae03b-4665-42f8-b56c-2513261ea1b0.jpg,20.9426851,73.6180418,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
738,366,VIDEO,https://mock/0a92f7e4-9143-4867-94c7-50595fe8f500.jpg,18.2202904,75.3292099,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
