satellite_id,survey_id,ndvi_before,ndvi_after,vegetation_loss,satellite_source,imagery_urls
886,886,0.83,0.15,92.19,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
887,887,0.53,0.21,57.43,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
888,888,0.81,0.11,58.12,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
889,889,0.71,0.19,68.27,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
890,890,0.7,0.42,89.71,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
891,891,0.78,0.45,12.0,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
892,892,0.59,0.16,65.57,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
893,893,0.77,0.33,82.61,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
894,894,0.7,0.29,20.93,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
895,895,0.61,0.22,14.11,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
896,896,0.81,0.36,31.3,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
897,897,0.53,0.1,18.55,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
898,898,0.91,0.47,24.16,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
899,899,0.86,0.38,58.59,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
900,900,0.54,0.18,67.18,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
901,901,0.73,0.28,46.48,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
902,902,0.83,0.31,36.51,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
903,903,0.8,0.26,53.31,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
904,904,0.6,0.13,59.43,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
905,905,0.65,0.31,55.43,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
906,906,0.79,0.41,62.08,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
907,907,0.69,0.14,67.55,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
908,908,0.75,0.44,59.24,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
909,909,0.65,0.46,45.27,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
910,910,0.85,0.39,30.31,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
911,911,0.67,0.11,69.55,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
912,912,0.57,0.5,91.69,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
913,913,0.84,0.25,68.21,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
914,914,0.58,0.16,35.2,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
915,915,0.93,0.32,71.15,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
916,916,0.65,0.39,61.87,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
917,917,0.95,0.15,48.67,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
918,918,0.91,0.15,54.13,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
919,919,0.65,0.31,28.4,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
920,920,0.68,0.34,26.05,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
921,921,0.91,0.37,45.07,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
922,922,0.8,0.37,84.25,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
923,923,0.63,0.38,79.76,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
924,924,0.68,0.38,79.43,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
925,925,0.5,0.31,80.85,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
926,926,0.78,0.13,17.05,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
927,927,0.74,0.34,38.49,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
928,928,0.58,0.34,58.42,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
929,929,0.57,0.47,11.52,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
930,930,0.72,0.31,63.16,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
931,931,0.54,0.46,11.58,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
932,932,0.79,0.31,33.13,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
933,933,0.55,0.15,37.62,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
934,934,0.53,0.26,37.0,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
935,935,0.75,0.21,23.43,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
936,936,0.76,0.22,35.86,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
937,937,0.85,0.14,71.92,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
938,938,0.54,0.4,22.52,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
939,939,0.55,0.32,90.0,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
940,940,0.68,0.49,53.77,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
941,941,0.5,0.41,45.0,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
942,942,0.79,0.34,25.3,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
943,943,0.55,0.22,21.42,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
944,944,0.8,0.13,62.69,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
945,945,0.61,0.19,81.16,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
946,946,0.83,0.15,32.76,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
947,947,0.88,0.22,15.62,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
948,948,0.73,0.32,93.62,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
949,949,0.87,0.22,55.58,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
950,950,0.82,0.16,75.71,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
951,951,0.89,0.34,91.48,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
952,952,0.5,0.24,74.84,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
953,953,0.84,0.28,78.19,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
954,954,0.65,0.23,66.05,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
955,955,0.8,0.21,90.06,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
956,956,0.51,0.38,28.24,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
957,957,0.63,0.44,71.51,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
958,958,0.69,0.44,52.8,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
959,959,0.85,0.2,74.0,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
960,960,0.57,0.14,89.03,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
961,961,0.72,0.37,42.34,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
962,962,0.7,0.34,58.92,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
963,963,0.5,0.31,20.2,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
964,964,0.63,0.44,62.26,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
965,965,0.57,0.2,36.16,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
966,966,0.69,0.34,28.59,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
967,967,0.55,0.46,27.04,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
968,968,0.7,0.37,51.35,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
969,969,0.6,0.14,86.23,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
970,970,0.67,0.48,83.79,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
971,971,0.82,0.43,51.81,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
972,972,0.61,0.19,16.65,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
973,973,0.83,0.16,27.11,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
974,974,0.91,0.5,68.58,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
975,975,0.87,0.2,78.95,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
976,976,0.84,0.2,27.2,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
977,977,0.85,0.35,38.17,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
978,978,0.72,0.18,65.86,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
979,979,0.71,0.32,62.34,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
980,980,0.78,0.2,59.05,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
981,981,0.87,0.14,41.25,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
982,982,0.56,0.17,58.88,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
983,983,0.72,0.17,29.68,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
984,984,0.82,0.21,25.66,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
985,985,0.74,0.35,60.79,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
986,986,0.87,0.23,87.71,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
987,987,0.93,0.2,26.72,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
988,988,0.89,0.36,65.79,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
989,989,0.66,0.18,56.5,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
990,990,0.56,0.28,86.39,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
991,991,0.86,0.29,60.77,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
992,992,0.6,0.15,82.63,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
993,993,0.78,0.39,84.65,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
994,994,0.78,0.1,82.53,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
995,995,0.87,0.19,19.84,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
996,996,0.86,0.29,71.04,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
997,997,0.66,0.22,28.39,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
998,998,0.68,0.35,67.48,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
999,999,0.58,0.36,65.78,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1000,1000,0.88,0.21,50.44,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1001,1001,0.61,0.2,49.18,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1002,1002,0.7,0.12,61.13,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1003,1003,0.76,0.43,54.48,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1004,1004,0.59,0.11,37.97,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1005,1005,0.64,0.29,91.26,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1006,1006,0.58,0.39,79.01,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1007,1007,0.57,0.23,42.25,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1008,1008,0.82,0.21,66.45,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1009,1009,0.8,0.46,55.85,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1010,1010,0.71,0.4,94.2,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1011,1011,0.63,0.34,47.42,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1012,1012,0.74,0.43,64.01,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1013,1013,0.69,0.37,21.02,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1014,1014,0.69,0.3,89.7,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1015,1015,0.87,0.39,85.38,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1016,1016,0.76,0.49,72.03,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1017,1017,0.94,0.28,48.76,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1018,1018,0.53,0.49,19.91,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1019,1019,0.58,0.39,22.06,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1020,1020,0.57,0.31,82.21,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1021,1021,0.67,0.43,88.67,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1022,1022,0.72,0.21,48.95,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1023,1023,0.55,0.27,25.0,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1024,1024,0.8,0.33,69.54,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1025,1025,0.79,0.47,56.9,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1026,1026,0.81,0.42,48.43,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1027,1027,0.58,0.33,54.93,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1028,1028,0.65,0.19,34.35,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1029,1029,0.68,0.24,21.38,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1030,1030,0.92,0.46,94.07,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1031,1031,0.56,0.35,75.63,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1032,1032,0.65,0.1,61.74,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1033,1033,0.71,0.4,13.16,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1034,1034,0.79,0.11,94.56,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1035,1035,0.68,0.24,91.09,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1036,1036,0.91,0.38,28.66,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1037,1037,0.62,0.27,83.4,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1038,1038,0.9,0.45,37.64,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1039,1039,0.7,0.4,16.66,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1040,1040,0.66,0.47,13.6,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1041,1041,0.64,0.39,52.03,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1042,1042,0.82,0.41,17.23,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1043,1043,0.79,0.43,89.92,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1044,1044,0.89,0.49,22.36,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1045,1045,0.94,0.42,10.42,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1046,1046,0.73,0.26,88.32,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1047,1047,0.79,0.24,56.93,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1048,1048,0.62,0.3,31.59,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1049,1049,0.93,0.4,77.64,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1050,1050,0.63,0.43,27.82,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1051,1051,0.92,0.2,44.67,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1052,1052,0.85,0.37,54.8,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1053,1053,0.9,0.41,73.15,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1054,1054,0.51,0.27,67.01,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1055,1055,0.65,0.49,58.11,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1056,1056,0.69,0.34,37.23,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1057,1057,0.56,0.39,23.34,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1058,1058,0.8,0.31,50.92,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1059,1059,0.92,0.27,51.51,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1060,1060,0.92,0.3,66.18,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1061,1061,0.77,0.35,19.08,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1062,1062,0.57,0.11,14.52,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1063,1063,0.61,0.16,24.77,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1064,1064,0.73,0.28,86.7,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1065,1065,0.68,0.47,84.05,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1066,1066,0.53,0.45,30.36,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1067,1067,0.77,0.29,70.22,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1068,1068,0.51,0.31,61.65,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1069,1069,0.65,0.12,42.04,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1070,1070,0.91,0.35,47.27,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1071,1071,0.84,0.37,18.56,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1072,1072,0.76,0.38,77.1,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1073,1073,0.6,0.36,73.35,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1074,1074,0.84,0.14,11.91,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1075,1075,0.58,0.14,65.15,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1076,1076,0.53,0.42,38.06,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1077,1077,0.56,0.2,51.42,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1078,1078,0.59,0.44,54.1,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1079,1079,0.67,0.47,77.96,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1080,1080,0.58,0.14,28.75,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1081,1081,0.7,0.49,60.79,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1082,1082,0.87,0.4,30.76,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1083,1083,0.71,0.44,12.85,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1084,1084,0.86,0.48,76.11,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1085,1085,0.68,0.42,70.9,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1086,1086,0.8,0.23,74.92,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1087,1087,0.59,0.5,60.14,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1088,1088,0.94,0.18,68.29,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1089,1089,0.94,0.38,34.62,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1090,1090,0.74,0.12,63.23,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1091,1091,0.58,0.28,65.97,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1092,1092,0.55,0.3,37.08,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1093,1093,0.65,0.2,72.3,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1094,1094,0.51,0.36,81.35,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1095,1095,0.51,0.34,48.17,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1096,1096,0.86,0.37,18.01,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1097,1097,0.81,0.4,61.18,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1098,1098,0.92,0.44,60.77,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1099,1099,0.8,0.37,67.34,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1100,1100,0.6,0.49,66.55,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1101,1101,0.86,0.12,90.58,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1102,1102,0.5,0.3,91.04,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1103,1103,0.6,0.42,69.33,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1104,1104,0.72,0.37,56.51,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1105,1105,0.93,0.43,82.03,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1106,1106,0.53,0.13,86.84,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1107,1107,0.66,0.31,23.44,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1108,1108,0.94,0.18,74.29,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1109,1109,0.9,0.31,43.13,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1110,1110,0.75,0.32,55.7,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1111,1111,0.85,0.46,54.74,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1112,1112,0.6,0.4,61.04,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1113,1113,0.61,0.44,31.12,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1114,1114,0.58,0.34,21.23,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1115,1115,0.63,0.48,18.7,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1116,1116,0.75,0.33,44.2,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1117,1117,0.63,0.16,53.22,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1118,1118,0.66,0.19,55.83,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1119,1119,0.9,0.41,48.01,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1120,1120,0.53,0.49,56.36,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1121,1121,0.77,0.35,58.02,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1122,1122,0.62,0.41,52.84,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1123,1123,0.8,0.44,76.26,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1124,1124,0.51,0.13,48.46,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1125,1125,0.93,0.15,67.53,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1126,1126,0.83,0.42,79.41,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1127,1127,0.59,0.27,37.8,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1128,1128,0.84,0.1,79.37,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1129,1129,0.55,0.35,67.5,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1130,1130,0.51,0.19,61.2,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1131,1131,0.55,0.38,54.81,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1132,1132,0.85,0.1,74.06,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1133,1133,0.82,0.39,72.84,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1134,1134,0.91,0.37,76.92,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1135,1135,0.93,0.17,77.7,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1136,1136,0.63,0.49,92.26,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1137,1137,0.66,0.14,14.26,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1138,1138,0.72,0.11,48.15,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1139,1139,0.74,0.28,64.42,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1140,1140,0.78,0.35,81.96,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1141,1141,0.63,0.26,51.03,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1142,1142,0.74,0.26,64.1,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1143,1143,0.77,0.47,65.58,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1144,1144,0.83,0.3,25.01,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1145,1145,0.67,0.13,21.22,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1146,1146,0.91,0.32,50.09,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1147,1147,0.88,0.2,46.91,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1148,1148,0.67,0.32,34.0,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1149,1149,0.66,0.29,38.57,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1150,1150,0.71,0.41,88.13,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1151,1151,0.78,0.1,84.28,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1152,1152,0.94,0.28,83.6,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1153,1153,0.61,0.34,42.75,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1154,1154,0.95,0.48,46.82,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1155,1155,0.72,0.14,80.77,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1156,1156,0.89,0.13,29.44,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1157,1157,0.81,0.29,21.69,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1158,1158,0.65,0.39,43.08,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1159,1159,0.84,0.38,81.73,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1160,1160,0.74,0.43,67.31,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1161,1161,0.61,0.41,38.94,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1162,1162,0.5,0.23,74.5,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1163,1163,0.91,0.11,92.09,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1164,1164,0.86,0.39,33.45,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1165,1165,0.86,0.27,81.09,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1166,1166,0.52,0.31,31.74,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1167,1167,0.76,0.47,53.74,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1168,1168,0.87,0.33,31.45,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
