weather_id,survey_id,rainfall_mm,weather_source,anomaly_score,weather_metadata
1039,1039,94.39,IMD,75.81,"{""extreme_weather"":true}"
1040,1040,72.55,IMD,35.89,"{""extreme_weather"":true}"
1041,1041,222.43,IMD,26.34,"{""extreme_weather"":true}"
1042,1042,326.58,IMD,32.38,"{""extreme_weather"":true}"
1043,1043,101.47,IMD,13.51,"{""extreme_weather"":true}"
1044,1044,405.82,IMD,59.65,"{""extreme_weather"":true}"
1045,1045,418.35,IMD,44.37,"{""extreme_weather"":true}"
1046,1046,78.97,IMD,64.19,"{""extreme_weather"":true}"
1047,1047,437.0,IMD,82.86,"{""extreme_weather"":true}"
1048,1048,198.77,IMD,97.15,"{""extreme_weather"":true}"
1049,1049,339.68,IMD,16.05,"{""extreme_weather"":true}"
1050,1050,353.98,IMD,3.17,"{""extreme_weather"":true}"
1051,1051,475.89,IMD,32.14,"{""extreme_weather"":true}"
1052,1052,72.28,IMD,12.49,"{""extreme_weather"":true}"
1053,1053,22.05,IMD,42.89,"{""extreme_weather"":true}"
1054,1054,403.16,IMD,93.44,"{""extreme_weather"":true}"
1055,1055,24.96,IMD,82.8,"{""extreme_weather"":true}"
1056,1056,330.29,IMD,69.57,"{""extreme_weather"":true}"
1057,1057,45.84,IMD,44.02,"{""extreme_weather"":true}"
1058,1058,48.48,IMD,67.41,"{""extreme_weather"":true}"
1059,1059,369.26,IMD,41.81,"{""extreme_weather"":true}"
1060,1060,256.49,IMD,56.34,"{""extreme_weather"":true}"
1061,1061,20.39,IMD,17.42,"{""extreme_weather"":true}"
1062,1062,128.36,IMD,96.13,"{""extreme_weather"":true}"
1063,1063,358.31,IMD,38.6,"{""extreme_weather"":true}"
1064,1064,492.32,IMD,32.33,"{""extreme_weather"":true}"
1065,1065,186.57,IMD,51.76,"{""extreme_weather"":true}"
1066,1066,354.89,IMD,41.64,"{""extreme_weather"":true}"
1067,1067,318.7,IMD,62.94,"{""extreme_weather"":true}"
1068,1068,211.55,IMD,65.84,"{""extreme_weather"":true}"
1069,1069,475.73,IMD,22.86,"{""extreme_weather"":true}"
1070,1070,155.73,IMD,26.98,"{""extreme_weather"":true}"
1071,1071,45.07,IMD,45.55,"{""extreme_weather"":true}"
1072,1072,196.23,IMD,27.65,"{""extreme_weather"":true}"
1073,1073,422.52,IMD,70.16,"{""extreme_weather"":true}"
1074,1074,337.66,IMD,38.85,"{""extreme_weather"":true}"
1075,1075,275.78,IMD,53.14,"{""extreme_weather"":true}"
1076,1076,245.74,IMD,42.59,"{""extreme_weather"":true}"
1077,1077,334.3,IMD,83.71,"{""extreme_weather"":true}"
1078,1078,47.1,IMD,16.86,"{""extreme_weather"":true}"
1079,1079,306.72,IMD,30.73,"{""extreme_weather"":true}"
1080,1080,219.63,IMD,56.55,"{""extreme_weather"":true}"
1081,1081,247.98,IMD,79.74,"{""extreme_weather"":true}"
1082,1082,448.6,IMD,41.44,"{""extreme_weather"":true}"
1083,1083,219.42,IMD,52.16,"{""extreme_weather"":true}"
1084,1084,363.43,IMD,2.96,"{""extreme_weather"":true}"
1085,1085,301.98,IMD,99.62,"{""extreme_weather"":true}"
1086,1086,57.62,IMD,36.45,"{""extreme_weather"":true}"
1087,1087,133.71,IMD,71.58,"{""extreme_weather"":true}"
1088,1088,396.82,IMD,67.79,"{""extreme_weather"":true}"
1089,1089,283.37,IMD,88.91,"{""extreme_weather"":true}"
1090,1090,228.77,IMD,11.74,"{""extreme_weather"":true}"
1091,1091,131.37,IMD,88.32,"{""extreme_weather"":true}"
1092,1092,129.2,IMD,39.25,"{""extreme_weather"":true}"
1093,1093,73.12,IMD,81.71,"{""extreme_weather"":true}"
1094,1094,171.9,IMD,20.98,"{""extreme_weather"":true}"
1095,1095,169.95,IMD,55.28,"{""extreme_weather"":true}"
1096,1096,277.13,IMD,30.15,"{""extreme_weather"":true}"
1097,1097,174.11,IMD,31.07,"{""extreme_weather"":true}"
1098,1098,5.35,IMD,99.86,"{""extreme_weather"":true}"
1099,1099,449.42,IMD,71.79,"{""extreme_weather"":true}"
1100,1100,409.18,IMD,59.51,"{""extreme_weather"":true}"
1101,1101,19.32,IMD,70.85,"{""extreme_weather"":true}"
1102,1102,342.58,IMD,64.58,"{""extreme_weather"":true}"
1103,1103,428.51,IMD,78.48,"{""extreme_weather"":true}"
1104,1104,461.36,IMD,39.17,"{""extreme_weather"":true}"
1105,1105,427.48,IMD,48.59,"{""extreme_weather"":true}"
1106,1106,434.27,IMD,95.21,"{""extreme_weather"":true}"
1107,1107,393.74,IMD,74.17,"{""extreme_weather"":true}"
1108,1108,336.25,IMD,88.65,"{""extreme_weather"":true}"
1109,1109,100.91,IMD,13.43,"{""extreme_weather"":true}"
1110,1110,324.7,IMD,15.42,"{""extreme_weather"":true}"
1111,1111,427.98,IMD,10.54,"{""extreme_weather"":true}"
1112,1112,164.28,IMD,71.31,"{""extreme_weather"":true}"
1113,1113,303.25,IMD,81.67,"{""extreme_weather"":true}"
1114,1114,163.92,IMD,4.61,"{""extreme_weather"":true}"
1115,1115,299.72,IMD,14.19,"{""extreme_weather"":true}"
1116,1116,332.7,IMD,88.66,"{""extreme_weather"":true}"
1117,1117,186.59,IMD,33.53,"{""extreme_weather"":true}"
1118,1118,51.42,IMD,68.99,"{""extreme_weather"":true}"
1119,1119,302.47,IMD,57.45,"{""extreme_weather"":true}"
1120,1120,455.5,IMD,83.48,"{""extreme_weather"":true}"
1121,1121,314.86,IMD,46.1,"{""extreme_weather"":true}"
1122,1122,158.55,IMD,41.2,"{""extreme_weather"":true}"
1123,1123,281.64,IMD,97.08,"{""extreme_weather"":true}"
1124,1124,74.52,IMD,78.95,"{""extreme_weather"":true}"
1125,1125,380.14,IMD,7.54,"{""extreme_weather"":true}"
1126,1126,150.49,IMD,14.15,"{""extreme_weather"":true}"
1127,1127,119.27,IMD,81.82,"{""extreme_weather"":true}"
1128,1128,7.38,IMD,44.9,"{""extreme_weather"":true}"
1129,1129,315.98,IMD,78.18,"{""extreme_weather"":true}"
1130,1130,75.04,IMD,73.27,"{""extreme_weather"":true}"
1131,1131,384.1,IMD,43.41,"{""extreme_weather"":true}"
1132,1132,423.63,IMD,8.81,"{""extreme_weather"":true}"
1133,1133,377.38,IMD,78.62,"{""extreme_weather"":true}"
1134,1134,164.08,IMD,12.83,"{""extreme_weather"":true}"
1135,1135,293.71,IMD,64.36,"{""extreme_weather"":true}"
1136,1136,88.31,IMD,15.07,"{""extreme_weather"":true}"
1137,1137,377.65,IMD,89.11,"{""extreme_weather"":true}"
1138,1138,208.19,IMD,85.61,"{""extreme_weather"":true}"
1139,1139,405.48,IMD,10.19,"{""extreme_weather"":true}"
1140,1140,498.35,IMD,32.4,"{""extreme_weather"":true}"
1141,1141,348.78,IMD,84.86,"{""extreme_weather"":true}"
1142,1142,289.52,IMD,50.69,"{""extreme_weather"":true}"
1143,1143,130.37,IMD,60.11,"{""extreme_weather"":true}"
1144,1144,69.33,IMD,80.27,"{""extreme_weather"":true}"
1145,1145,491.16,IMD,84.34,"{""extreme_weather"":true}"
1146,1146,309.17,IMD,41.8,"{""extreme_weather"":true}"
1147,1147,26.6,IMD,18.56,"{""extreme_weather"":true}"
1148,1148,229.2,IMD,21.83,"{""extreme_weather"":true}"
1149,1149,163.52,IMD,3.66,"{""extreme_weather"":true}"
1150,1150,46.47,IMD,57.73,"{""extreme_weather"":true}"
1151,1151,266.57,IMD,90.97,"{""extreme_weather"":true}"
1152,1152,226.63,IMD,90.93,"{""extreme_weather"":true}"
1153,1153,104.86,IMD,47.94,"{""extreme_weather"":true}"
1154,1154,360.13,IMD,94.78,"{""extreme_weather"":true}"
1155,1155,22.33,IMD,80.38,"{""extreme_weather"":true}"
1156,1156,332.64,IMD,69.52,"{""extreme_weather"":true}"
1157,1157,419.68,IMD,22.18,"{""extreme_weather"":true}"
1158,1158,296.8,IMD,8.89,"{""extreme_weather"":true}"
1159,1159,444.74,IMD,3.65,"{""extreme_weather"":true}"
1160,1160,161.3,IMD,67.19,"{""extreme_weather"":true}"
1161,1161,324.74,IMD,4.37,"{""extreme_weather"":true}"
1162,1162,254.77,IMD,28.48,"{""extreme_weather"":true}"
1163,1163,278.48,IMD,29.79,"{""extreme_weather"":true}"
1164,1164,207.18,IMD,24.62,"{""extreme_weather"":true}"
1165,1165,34.47,IMD,82.32,"{""extreme_weather"":true}"
1166,1166,289.15,IMD,49.16,"{""extreme_weather"":true}"
1167,1167,388.12,IMD,57.6,"{""extreme_weather"":true}"
1168,1168,189.66,IMD,14.64,"{""extreme_weather"":true}"
1169,1169,444.97,IMD,70.7,"{""extreme_weather"":true}"
1170,1170,76.01,IMD,26.3,"{""extreme_weather"":true}"
1171,1171,488.24,IMD,16.48,"{""extreme_weather"":true}"
1172,1172,44.92,IMD,39.68,"{""extreme_weather"":true}"
1173,1173,423.41,IMD,11.48,"{""extreme_weather"":true}"
1174,1174,243.32,IMD,25.43,"{""extreme_weather"":true}"
1175,1175,143.71,IMD,84.41,"{""extreme_weather"":true}"
1176,1176,20.61,IMD,74.05,"{""extreme_weather"":true}"
1177,1177,81.49,IMD,1.45,"{""extreme_weather"":true}"
1178,1178,216.87,IMD,12.84,"{""extreme_weather"":true}"
1179,1179,490.16,IMD,88.44,"{""extreme_weather"":true}"
1180,1180,325.61,IMD,16.63,"{""extreme_weather"":true}"
1181,1181,73.55,IMD,15.21,"{""extreme_weather"":true}"
1182,1182,182.57,IMD,64.64,"{""extreme_weather"":true}"
1183,1183,407.86,IMD,8.82,"{""extreme_weather"":true}"
1184,1184,148.34,IMD,48.77,"{""extreme_weather"":true}"
1185,1185,133.64,IMD,35.56,"{""extreme_weather"":true}"
1186,1186,447.91,IMD,19.02,"{""extreme_weather"":true}"
1187,1187,214.11,IMD,16.92,"{""extreme_weather"":true}"
1188,1188,325.92,IMD,53.68,"{""extreme_weather"":true}"
1189,1189,291.09,IMD,75.67,"{""extreme_weather"":true}"
1190,1190,249.16,IMD,52.81,"{""extreme_weather"":true}"
1191,1191,63.16,IMD,35.63,"{""extreme_weather"":true}"
1192,1192,104.35,IMD,57.45,"{""extreme_weather"":true}"
1193,1193,402.74,IMD,42.49,"{""extreme_weather"":true}"
1194,1194,38.22,IMD,81.42,"{""extreme_weather"":true}"
1195,1195,285.44,IMD,77.06,"{""extreme_weather"":true}"
1196,1196,84.2,IMD,35.97,"{""extreme_weather"":true}"
1197,1197,19.25,IMD,46.17,"{""extreme_weather"":true}"
1198,1198,63.39,IMD,13.11,"{""extreme_weather"":true}"
1199,1199,284.83,IMD,72.41,"{""extreme_weather"":true}"
1200,1200,198.14,IMD,2.6,"{""extreme_weather"":true}"
1201,1201,373.96,IMD,9.99,"{""extreme_weather"":true}"
1202,1202,89.81,IMD,98.16,"{""extreme_weather"":true}"
1203,1203,399.6,IMD,17.33,"{""extreme_weather"":true}"
1204,1204,362.89,IMD,20.88,"{""extreme_weather"":true}"
1205,1205,315.87,IMD,6.4,"{""extreme_weather"":true}"
1206,1206,375.55,IMD,79.55,"{""extreme_weather"":true}"
1207,1207,294.13,IMD,78.9,"{""extreme_weather"":true}"
1208,1208,413.13,IMD,2.47,"{""extreme_weather"":true}"
1209,1209,298.29,IMD,78.74,"{""extreme_weather"":true}"
1210,1210,33.89,IMD,52.15,"{""extreme_weather"":true}"
1211,1211,322.93,IMD,65.12,"{""extreme_weather"":true}"
1212,1212,310.98,IMD,26.99,"{""extreme_weather"":true}"
1213,1213,300.26,IMD,89.58,"{""extreme_weather"":true}"
1214,1214,165.95,IMD,99.04,"{""extreme_weather"":true}"
1215,1215,113.77,IMD,94.84,"{""extreme_weather"":true}"
1216,1216,64.68,IMD,23.5,"{""extreme_weather"":true}"
1217,1217,162.11,IMD,8.22,"{""extreme_weather"":true}"
1218,1218,11.93,IMD,18.87,"{""extreme_weather"":true}"
1219,1219,466.21,IMD,86.35,"{""extreme_weather"":true}"
1220,1220,374.91,IMD,89.06,"{""extreme_weather"":true}"
1221,1221,339.84,IMD,63.2,"{""extreme_weather"":true}"
1222,1222,237.72,IMD,81.21,"{""extreme_weather"":true}"
1223,1223,276.47,IMD,51.79,"{""extreme_weather"":true}"
1224,1224,33.36,IMD,10.5,"{""extreme_weather"":true}"
1225,1225,9.94,IMD,40.11,"{""extreme_weather"":true}"
1226,1226,58.13,IMD,81.21,"{""extreme_weather"":true}"
1227,1227,255.63,IMD,67.01,"{""extreme_weather"":true}"
1228,1228,278.17,IMD,62.23,"{""extreme_weather"":true}"
1229,1229,410.91,IMD,5.73,"{""extreme_weather"":true}"
1230,1230,67.69,IMD,93.8,"{""extreme_weather"":true}"
1231,1231,163.45,IMD,80.81,"{""extreme_weather"":true}"
1232,1232,37.1,IMD,71.39,"{""extreme_weather"":true}"
1233,1233,125.75,IMD,10.53,"{""extreme_weather"":true}"
1234,1234,88.41,IMD,78.78,"{""extreme_weather"":true}"
1235,1235,217.18,IMD,33.03,"{""extreme_weather"":true}"
1236,1236,272.38,IMD,11.05,"{""extreme_weather"":true}"
1237,1237,211.43,IMD,40.22,"{""extreme_weather"":true}"
1238,1238,282.06,IMD,97.75,"{""extreme_weather"":true}"
1239,1239,129.51,IMD,15.11,"{""extreme_weather"":true}"
1240,1240,361.02,IMD,63.26,"{""extreme_weather"":true}"
1241,1241,410.13,IMD,87.3,"{""extreme_weather"":true}"
1242,1242,228.7,IMD,31.74,"{""extreme_weather"":true}"
1243,1243,281.5,IMD,21.89,"{""extreme_weather"":true}"
1244,1244,83.7,IMD,7.62,"{""extreme_weather"":true}"
1245,1245,374.88,IMD,56.9,"{""extreme_weather"":true}"
1246,1246,317.38,IMD,49.48,"{""extreme_weather"":true}"
1247,1247,248.22,IMD,97.08,"{""extreme_weather"":true}"
1248,1248,178.6,IMD,82.5,"{""extreme_weather"":true}"
1249,1249,481.12,IMD,65.66,"{""extreme_weather"":true}"
1250,1250,230.12,IMD,96.5,"{""extreme_weather"":true}"
1251,1251,128.75,IMD,15.92,"{""extreme_weather"":true}"
1252,1252,171.78,IMD,37.61,"{""extreme_weather"":true}"
1253,1253,97.94,IMD,67.02,"{""extreme_weather"":true}"
1254,1254,232.6,IMD,35.15,"{""extreme_weather"":true}"
1255,1255,101.26,IMD,78.89,"{""extreme_weather"":true}"
1256,1256,5.12,IMD,13.11,"{""extreme_weather"":true}"
1257,1257,187.95,IMD,73.28,"{""extreme_weather"":true}"
1258,1258,76.88,IMD,40.95,"{""extreme_weather"":true}"
1259,1259,463.1,IMD,28.31,"{""extreme_weather"":true}"
1260,1260,132.24,IMD,18.76,"{""extreme_weather"":true}"
1261,1261,262.91,IMD,7.72,"{""extreme_weather"":true}"
1262,1262,157.88,IMD,39.57,"{""extreme_weather"":true}"
1263,1263,13.96,IMD,99.95,"{""extreme_weather"":true}"
1264,1264,354.7,IMD,91.02,"{""extreme_weather"":true}"
1265,1265,116.97,IMD,63.95,"{""extreme_weather"":true}"
1266,1266,176.38,IMD,25.47,"{""extreme_weather"":true}"
1267,1267,180.31,IMD,72.78,"{""extreme_weather"":true}"
1268,1268,379.04,IMD,20.02,"{""extreme_weather"":true}"
1269,1269,90.09,IMD,81.25,"{""extreme_weather"":true}"
1270,1270,239.83,IMD,17.39,"{""extreme_weather"":true}"
1271,1271,339.35,IMD,89.84,"{""extreme_weather"":true}"
1272,1272,104.63,IMD,62.88,"{""extreme_weather"":true}"
1273,1273,73.84,IMD,38.48,"{""extreme_weather"":true}"
1274,1274,152.24,IMD,65.74,"{""extreme_weather"":true}"
1275,1275,495.61,IMD,33.49,"{""extreme_weather"":true}"
1276,1276,401.24,IMD,4.12,"{""extreme_weather"":true}"
1277,1277,108.79,IMD,8.0,"{""extreme_weather"":true}"
1278,1278,431.04,IMD,51.47,"{""extreme_weather"":true}"
1279,1279,41.3,IMD,16.42,"{""extreme_weather"":true}"
1280,1280,325.88,IMD,59.13,"{""extreme_weather"":true}"
1281,1281,160.04,IMD,80.97,"{""extreme_weather"":true}"
1282,1282,309.28,IMD,31.47,"{""extreme_weather"":true}"
1283,1283,138.05,IMD,6.6,"{""extreme_weather"":true}"
1284,1284,373.22,IMD,77.72,"{""extreme_weather"":true}"
1285,1285,314.37,IMD,79.12,"{""extreme_weather"":true}"
1286,1286,33.51,IMD,7.3,"{""extreme_weather"":true}"
1287,1287,493.16,IMD,79.08,"{""extreme_weather"":true}"
1288,1288,123.42,IMD,57.97,"{""extreme_weather"":true}"
1289,1289,278.9,IMD,94.76,"{""extreme_weather"":true}"
1290,1290,411.23,IMD,12.87,"{""extreme_weather"":true}"
1291,1291,147.07,IMD,24.45,"{""extreme_weather"":true}"
1292,1292,86.37,IMD,86.76,"{""extreme_weather"":true}"
1293,1293,361.64,IMD,59.05,"{""extreme_weather"":true}"
1294,1294,399.57,IMD,86.3,"{""extreme_weather"":true}"
1295,1295,413.97,IMD,8.3,"{""extreme_weather"":true}"
1296,1296,115.01,IMD,47.85,"{""extreme_weather"":true}"
1297,1297,486.38,IMD,91.48,"{""extreme_weather"":true}"
1298,1298,72.38,IMD,77.73,"{""extreme_weather"":true}"
1299,1299,90.5,IMD,43.96,"{""extreme_weather"":true}"
1300,1300,477.6,IMD,5.64,"{""extreme_weather"":true}"
1301,1301,98.38,IMD,60.86,"{""extreme_weather"":true}"
1302,1302,41.29,IMD,42.27,"{""extreme_weather"":true}"
1303,1303,8.39,IMD,6.68,"{""extreme_weather"":true}"
1304,1304,429.05,IMD,79.13,"{""extreme_weather"":true}"
1305,1305,128.4,IMD,68.18,"{""extreme_weather"":true}"
1306,1306,64.48,IMD,5.8,"{""extreme_weather"":true}"
1307,1307,350.83,IMD,72.94,"{""extreme_weather"":true}"
1308,1308,407.05,IMD,81.81,"{""extreme_weather"":true}"
1309,1309,79.96,IMD,15.64,"{""extreme_weather"":true}"
1310,1310,324.67,IMD,84.87,"{""extreme_weather"":true}"
1311,1311,460.49,IMD,18.27,"{""extreme_weather"":true}"
1312,1312,347.63,IMD,91.35,"{""extreme_weather"":true}"
1313,1313,162.55,IMD,81.24,"{""extreme_weather"":true}"
1314,1314,397.45,IMD,81.2,"{""extreme_weather"":true}"
1315,1315,430.03,IMD,58.03,"{""extreme_weather"":true}"
1316,1316,379.82,IMD,58.23,"{""extreme_weather"":true}"
1317,1317,186.47,IMD,2.07,"{""extreme_weather"":true}"
1318,1318,34.87,IMD,62.22,"{""extreme_weather"":true}"
1319,1319,224.55,IMD,71.2,"{""extreme_weather"":true}"
1320,1320,427.64,IMD,26.35,"{""extreme_weather"":true}"
1321,1321,129.36,IMD,37.02,"{""extreme_weather"":true}"
1322,1322,322.77,IMD,44.68,"{""extreme_weather"":true}"
1323,1323,244.37,IMD,41.5,"{""extreme_weather"":true}"
1324,1324,252.38,IMD,85.33,"{""extreme_weather"":true}"
1325,1325,37.13,IMD,4.52,"{""extreme_weather"":true}"
1326,1326,126.87,IMD,10.48,"{""extreme_weather"":true}"
1327,1327,45.31,IMD,14.9,"{""extreme_weather"":true}"
1328,1328,157.45,IMD,27.92,"{""extreme_weather"":true}"
1329,1329,487.32,IMD,1.12,"{""extreme_weather"":true}"
1330,1330,178.05,IMD,73.5,"{""extreme_weather"":true}"
1331,1331,223.67,IMD,88.04,"{""extreme_weather"":true}"
1332,1332,497.88,IMD,14.3,"{""extreme_weather"":true}"
1333,1333,389.76,IMD,26.97,"{""extreme_weather"":true}"
1334,1334,175.87,IMD,88.71,"{""extreme_weather"":true}"
1335,1335,493.97,IMD,57.57,"{""extreme_weather"":true}"
1336,1336,483.46,IMD,11.78,"{""extreme_weather"":true}"
1337,1337,245.94,IMD,71.93,"{""extreme_weather"":true}"
1338,1338,223.67,IMD,96.67,"{""extreme_weather"":true}"
1339,1339,119.75,IMD,99.77,"{""extreme_weather"":true}"
1340,1340,116.68,IMD,70.95,"{""extreme_weather"":true}"
1341,1341,338.83,IMD,60.15,"{""extreme_weather"":true}"
1342,1342,60.56,IMD,70.85,"{""extreme_weather"":true}"
1343,1343,471.76,IMD,52.1,"{""extreme_weather"":true}"
1344,1344,476.78,IMD,93.28,"{""extreme_weather"":true}"
1345,1345,19.08,IMD,14.35,"{""extreme_weather"":true}"
1346,1346,230.5,IMD,43.84,"{""extreme_weather"":true}"
1347,1347,110.04,IMD,30.25,"{""extreme_weather"":true}"
1348,1348,447.71,IMD,11.74,"{""extreme_weather"":true}"
1349,1349,394.61,IMD,38.36,"{""extreme_weather"":true}"
1350,1350,493.83,IMD,27.7,"{""extreme_weather"":true}"
1351,1351,144.67,IMD,25.59,"{""extreme_weather"":true}"
1352,1352,295.93,IMD,9.07,"{""extreme_weather"":true}"
1353,1353,139.1,IMD,57.24,"{""extreme_weather"":true}"
1354,1354,110.83,IMD,22.6,"{""extreme_weather"":true}"
1355,1355,427.24,IMD,20.46,"{""extreme_weather"":true}"
1356,1356,372.57,IMD,81.45,"{""extreme_weather"":true}"
1357,1357,146.22,IMD,65.82,"{""extreme_weather"":true}"
1358,1358,14.65,IMD,24.46,"{""extreme_weather"":true}"
1359,1359,396.99,IMD,69.91,"{""extreme_weather"":true}"
1360,1360,181.69,IMD,30.82,"{""extreme_weather"":true}"
1361,1361,366.45,IMD,37.82,"{""extreme_weather"":true}"
1362,1362,124.1,IMD,87.24,"{""extreme_weather"":true}"
1363,1363,193.92,IMD,77.52,"{""extreme_weather"":true}"
1364,1364,6.42,IMD,48.13,"{""extreme_weather"":true}"
1365,1365,137.74,IMD,99.6,"{""extreme_weather"":true}"
1366,1366,429.91,IMD,3.69,"{""extreme_weather"":true}"
1367,1367,203.48,IMD,3.39,"{""extreme_weather"":true}"
1368,1368,198.15,IMD,61.66,"{""extreme_weather"":true}"
1369,1369,314.08,IMD,91.32,"{""extreme_weather"":true}"
1370,1370,184.96,IMD,9.92,"{""extreme_weather"":true}"
1371,1371,262.22,IMD,45.48,"{""extreme_weather"":true}"
1372,1372,450.8,IMD,13.33,"{""extreme_weather"":true}"
1373,1373,165.68,IMD,16.87,"{""extreme_weather"":true}"
1374,1374,126.76,IMD,26.02,"{""extreme_weather"":true}"
1375,1375,203.17,IMD,15.4,"{""extreme_weather"":true}"
1376,1376,344.67,IMD,37.35,"{""extreme_weather"":true}"
1377,1377,243.26,IMD,52.0,"{""extreme_weather"":true}"
1378,1378,189.86,IMD,89.0,"{""extreme_weather"":true}"
1379,1379,411.69,IMD,9.19,"{""extreme_weather"":true}"
1380,1380,484.41,IMD,45.0,"{""extreme_weather"":true}"
1381,1381,202.92,IMD,72.32,"{""extreme_weather"":true}"
1382,1382,60.93,IMD,55.01,"{""extreme_weather"":true}"
1383,1383,391.87,IMD,20.67,"{""extreme_weather"":true}"
1384,1384,436.0,IMD,91.37,"{""extreme_weather"":true}"
1385,1385,253.03,IMD,20.95,"{""extreme_weather"":true}"
1386,1386,308.82,IMD,20.99,"{""extreme_weather"":true}"
1387,1387,404.7,IMD,73.21,"{""extreme_weather"":true}"
1388,1388,398.97,IMD,3.55,"{""extreme_weather"":true}"
1389,1389,317.6,IMD,78.99,"{""extreme_weather"":true}"
1390,1390,490.93,IMD,26.48,"{""extreme_weather"":true}"
1391,1391,257.02,IMD,75.62,"{""extreme_weather"":true}"
1392,1392,88.61,IMD,14.97,"{""extreme_weather"":true}"
1393,1393,474.59,IMD,66.78,"{""extreme_weather"":true}"
1394,1394,224.78,IMD,86.14,"{""extreme_weather"":true}"
1395,1395,308.87,IMD,4.74,"{""extreme_weather"":true}"
1396,1396,225.12,IMD,2.5,"{""extreme_weather"":true}"
1397,1397,375.87,IMD,57.54,"{""extreme_weather"":true}"
1398,1398,387.39,IMD,22.99,"{""extreme_weather"":true}"
1399,1399,225.99,IMD,78.96,"{""extreme_weather"":true}"
1400,1400,405.34,IMD,43.38,"{""extreme_weather"":true}"
1401,1401,249.26,IMD,21.57,"{""extreme_weather"":true}"
1402,1402,228.03,IMD,32.93,"{""extreme_weather"":true}"
1403,1403,491.99,IMD,91.74,"{""extreme_weather"":true}"
1404,1404,342.58,IMD,38.05,"{""extreme_weather"":true}"
1405,1405,475.99,IMD,77.25,"{""extreme_weather"":true}"
1406,1406,10.87,IMD,67.5,"{""extreme_weather"":true}"
1407,1407,102.15,IMD,14.49,"{""extreme_weather"":true}"
1408,1408,84.27,IMD,5.59,"{""extreme_weather"":true}"
1409,1409,359.88,IMD,12.86,"{""extreme_weather"":true}"
1410,1410,241.53,IMD,40.77,"{""extreme_weather"":true}"
1411,1411,316.47,IMD,36.64,"{""extreme_weather"":true}"
1412,1412,288.11,IMD,14.84,"{""extreme_weather"":true}"
1413,1413,384.61,IMD,18.99,"{""extreme_weather"":true}"
1414,1414,74.1,IMD,84.2,"{""extreme_weather"":true}"
1415,1415,281.13,IMD,35.28,"{""extreme_weather"":true}"
1416,1416,59.66,IMD,79.83,"{""extreme_weather"":true}"
1417,1417,315.71,IMD,30.51,"{""extreme_weather"":true}"
1418,1418,496.79,IMD,23.38,"{""extreme_weather"":true}"
1419,1419,231.42,IMD,69.59,"{""extreme_weather"":true}"
1420,1420,499.67,IMD,23.28,"{""extreme_weather"":true}"
1421,1421,399.67,IMD,85.16,"{""extreme_weather"":true}"
1422,1422,185.53,IMD,16.7,"{""extreme_weather"":true}"
1423,1423,186.56,IMD,62.21,"{""extreme_weather"":true}"
1424,1424,39.76,IMD,44.21,"{""extreme_weather"":true}"
1425,1425,190.43,IMD,83.9,"{""extreme_weather"":true}"
1426,1426,328.81,IMD,86.67,"{""extreme_weather"":true}"
1427,1427,207.31,IMD,64.22,"{""extreme_weather"":true}"
1428,1428,213.03,IMD,3.36,"{""extreme_weather"":true}"
1429,1429,409.82,IMD,46.56,"{""extreme_weather"":true}"
1430,1430,21.65,IMD,75.23,"{""extreme_weather"":true}"
1431,1431,420.1,IMD,15.28,"{""extreme_weather"":true}"
1432,1432,54.59,IMD,31.6,"{""extreme_weather"":true}"
1433,1433,92.3,IMD,87.98,"{""extreme_weather"":true}"
1434,1434,10.79,IMD,20.32,"{""extreme_weather"":true}"
1435,1435,364.06,IMD,16.69,"{""extreme_weather"":true}"
1436,1436,304.56,IMD,58.37,"{""extreme_weather"":true}"
1437,1437,301.02,IMD,33.93,"{""extreme_weather"":true}"
1438,1438,478.01,IMD,76.57,"{""extreme_weather"":true}"
1439,1439,416.48,IMD,23.53,"{""extreme_weather"":true}"
1440,1440,263.91,IMD,86.74,"{""extreme_weather"":true}"
1441,1441,278.09,IMD,6.47,"{""extreme_weather"":true}"
1442,1442,253.74,IMD,15.03,"{""extreme_weather"":true}"
1443,1443,49.56,IMD,34.7,"{""extreme_weather"":true}"
1444,1444,244.96,IMD,78.75,"{""extreme_weather"":true}"
1445,1445,32.41,IMD,60.43,"{""extreme_weather"":true}"
1446,1446,126.49,IMD,72.64,"{""extreme_weather"":true}"
1447,1447,293.55,IMD,58.02,"{""extreme_weather"":true}"
1448,1448,274.74,IMD,59.33,"{""extreme_weather"":true}"
1449,1449,372.39,IMD,77.39,"{""extreme_weather"":true}"
1450,1450,477.93,IMD,91.43,"{""extreme_weather"":true}"
1451,1451,381.89,IMD,52.74,"{""extreme_weather"":true}"
1452,1452,196.44,IMD,37.55,"{""extreme_weather"":true}"
1453,1453,93.72,IMD,61.73,"{""extreme_weather"":true}"
1454,1454,264.66,IMD,11.06,"{""extreme_weather"":true}"
1455,1455,478.6,IMD,1.95,"{""extreme_weather"":true}"
1456,1456,396.76,IMD,57.65,"{""extreme_weather"":true}"
1457,1457,71.0,IMD,36.01,"{""extreme_weather"":true}"
1458,1458,86.26,IMD,54.4,"{""extreme_weather"":true}"
1459,1459,417.06,IMD,36.61,"{""extreme_weather"":true}"
1460,1460,36.69,IMD,25.37,"{""extreme_weather"":true}"
1461,1461,103.7,IMD,80.34,"{""extreme_weather"":true}"
