payment_id,survey_id,beneficiary_id,payment_reference,amount,payment_status,transaction_metadata
355,3865,1884,DBT-0000355,32176,PENDING,"{""bank"":""SBI""}"
356,1661,553,DBT-0000356,21450,COMPLETED,"{""bank"":""SBI""}"
357,459,1477,DBT-0000357,28122,COMPLETED,"{""bank"":""SBI""}"
358,8,1987,DBT-0000358,93942,PROCESSING,"{""bank"":""SBI""}"
359,1554,1589,DBT-0000359,72609,PENDING,"{""bank"":""SBI""}"
360,623,1931,DBT-0000360,34615,COMPLETED,"{""bank"":""SBI""}"
361,930,337,DBT-0000361,57479,PROCESSING,"{""bank"":""SBI""}"
362,1732,1515,DBT-0000362,79053,PENDING,"{""bank"":""SBI""}"
363,3243,304,DBT-0000363,98449,FAILED,"{""bank"":""SBI""}"
364,1557,83,DBT-0000364,44809,PROCESSING,"{""bank"":""SBI""}"
365,2235,950,DBT-0000365,23764,PROCESSING,"{""bank"":""SBI""}"
366,375,1977,DBT-0000366,95402,PROCESSING,"{""bank"":""SBI""}"
367,2212,1719,DBT-0000367,68863,COMPLETED,"{""bank"":""SBI""}"
368,2480,887,DBT-0000368,17762,PENDING,"{""bank"":""SBI""}"
369,2743,1382,DBT-0000369,41598,COMPLETED,"{""bank"":""SBI""}"
370,3008,1935,DBT-0000370,32975,PENDING,"{""bank"":""SBI""}"
371,1513,1669,DBT-0000371,90713,PENDING,"{""bank"":""SBI""}"
372,3416,370,DBT-0000372,6689,FAILED,"{""bank"":""SBI""}"
373,923,1958,DBT-0000373,13963,COMPLETED,"{""bank"":""SBI""}"
374,3072,1660,DBT-0000374,30838,FAILED,"{""bank"":""SBI""}"
375,3942,863,DBT-0000375,28662,PROCESSING,"{""bank"":""SBI""}"
376,800,1841,DBT-0000376,30870,PROCESSING,"{""bank"":""SBI""}"
377,2984,1913,DBT-0000377,14943,FAILED,"{""bank"":""SBI""}"
378,2077,1766,DBT-0000378,90642,PENDING,"{""bank"":""SBI""}"
379,156,830,DBT-0000379,34429,PROCESSING,"{""bank"":""SBI""}"
380,1363,951,DBT-0000380,22064,PENDING,"{""bank"":""SBI""}"
381,3958,911,DBT-0000381,80138,COMPLETED,"{""bank"":""SBI""}"
382,3391,1176,DBT-0000382,98885,FAILED,"{""bank"":""SBI""}"
383,3035,273,DBT-0000383,70561,PROCESSING,"{""bank"":""SBI""}"
384,3802,507,DBT-0000384,88498,PROCESSING,"{""bank"":""SBI""}"
385,1331,192,DBT-0000385,78603,FAILED,"{""bank"":""SBI""}"
386,2621,407,DBT-0000386,22289,PENDING,"{""bank"":""SBI""}"
387,474,333,DBT-0000387,32742,FAILED,"{""bank"":""SBI""}"
388,1767,1824,DBT-0000388,67013,PENDING,"{""bank"":""SBI""}"
389,389,310,DBT-0000389,51536,PENDING,"{""bank"":""SBI""}"
390,434,1037,DBT-0000390,72038,PENDING,"{""bank"":""SBI""}"
391,2471,1630,DBT-0000391,10145,PROCESSING,"{""bank"":""SBI""}"
392,2166,1372,DBT-0000392,57573,PROCESSING,"{""bank"":""SBI""}"
393,554,1023,DBT-0000393,28531,PROCESSING,"{""bank"":""SBI""}"
394,3036,90,DBT-0000394,84586,PENDING,"{""bank"":""SBI""}"
395,2625,1966,DBT-0000395,30209,PROCESSING,"{""bank"":""SBI""}"
396,2630,1486,DBT-0000396,76507,COMPLETED,"{""bank"":""SBI""}"
397,1124,268,DBT-0000397,15575,PROCESSING,"{""bank"":""SBI""}"
398,250,935,DBT-0000398,80566,PENDING,"{""bank"":""SBI""}"
399,1084,608,DBT-0000399,86738,PENDING,"{""bank"":""SBI""}"
400,1901,818,DBT-0000400,11379,FAILED,"{""bank"":""SBI""}"
401,1631,385,DBT-0000401,22500,PENDING,"{""bank"":""SBI""}"
402,1090,332,DBT-0000402,45544,COMPLETED,"{""bank"":""SBI""}"
403,851,84,DBT-0000403,57599,FAILED,"{""bank"":""SBI""}"
404,2208,1434,DBT-0000404,38773,PENDING,"{""bank"":""SBI""}"
405,999,1633,DBT-0000405,7131,FAILED,"{""bank"":""SBI""}"
406,3257,1901,DBT-0000406,49210,COMPLETED,"{""bank"":""SBI""}"
407,3919,788,DBT-0000407,70552,COMPLETED,"{""bank"":""SBI""}"
408,1612,1344,DBT-0000408,55359,PROCESSING,"{""bank"":""SBI""}"
409,742,879,DBT-0000409,7815,PENDING,"{""bank"":""SBI""}"
410,3798,1888,DBT-0000410,94722,PROCESSING,"{""bank"":""SBI""}"
411,738,1122,DBT-0000411,30011,PROCESSING,"{""bank"":""SBI""}"
412,3828,1537,DBT-0000412,31134,FAILED,"{""bank"":""SBI""}"
413,694,862,DBT-0000413,60294,FAILED,"{""bank"":""SBI""}"
414,3296,412,DBT-0000414,70055,PROCESSING,"{""bank"":""SBI""}"
415,1339,1649,DBT-0000415,91974,PROCESSING,"{""bank"":""SBI""}"
416,662,1970,DBT-0000416,19310,PROCESSING,"{""bank"":""SBI""}"
417,2769,640,DBT-0000417,92851,PROCESSING,"{""bank"":""SBI""}"
418,2752,659,DBT-0000418,13283,FAILED,"{""bank"":""SBI""}"
419,2142,1338,DBT-0000419,31632,PROCESSING,"{""bank"":""SBI""}"
420,2592,665,DBT-0000420,99746,COMPLETED,"{""bank"":""SBI""}"
421,378,1521,DBT-0000421,17838,PROCESSING,"{""bank"":""SBI""}"
422,398,974,DBT-0000422,61616,PENDING,"{""bank"":""SBI""}"
423,3639,918,DBT-0000423,94967,PENDING,"{""bank"":""SBI""}"
424,1642,384,DBT-0000424,82063,PROCESSING,"{""bank"":""SBI""}"
425,2715,582,DBT-0000425,74414,COMPLETED,"{""bank"":""SBI""}"
426,2429,946,DBT-0000426,79001,PROCESSING,"{""bank"":""SBI""}"
427,283,825,DBT-0000427,89059,PENDING,"{""bank"":""SBI""}"
428,2398,1449,DBT-0000428,22435,FAILED,"{""bank"":""SBI""}"
429,1987,1036,DBT-0000429,45030,COMPLETED,"{""bank"":""SBI""}"
430,132,112,DBT-0000430,66096,PENDING,"{""bank"":""SBI""}"
431,3204,1479,DBT-0000431,80370,FAILED,"{""bank"":""SBI""}"
432,1434,641,DBT-0000432,60856,COMPLETED,"{""bank"":""SBI""}"
433,1780,532,DBT-0000433,50779,COMPLETED,"{""bank"":""SBI""}"
434,2600,200,DBT-0000434,98503,PROCESSING,"{""bank"":""SBI""}"
435,3398,447,DBT-0000435,22190,PENDING,"{""bank"":""SBI""}"
436,1634,1590,DBT-0000436,66305,PENDING,"{""bank"":""SBI""}"
437,767,284,DBT-0000437,50401,COMPLETED,"{""bank"":""SBI""}"
438,3658,348,DBT-0000438,97775,COMPLETED,"{""bank"":""SBI""}"
439,1543,1458,DBT-0000439,80302,FAILED,"{""bank"":""SBI""}"
440,3442,1696,DBT-0000440,79628,COMPLETED,"{""bank"":""SBI""}"
441,1237,74,DBT-0000441,13070,PROCESSING,"{""bank"":""SBI""}"
442,632,1563,DBT-0000442,31575,PENDING,"{""bank"":""SBI""}"
443,1371,527,DBT-0000443,73054,COMPLETED,"{""bank"":""SBI""}"
444,1535,759,DBT-0000444,5328,PROCESSING,"{""bank"":""SBI""}"
445,2163,1420,DBT-0000445,28550,PROCESSING,"{""bank"":""SBI""}"
446,3026,1422,DBT-0000446,89730,FAILED,"{""bank"":""SBI""}"
447,1749,1111,DBT-0000447,8884,PROCESSING,"{""bank"":""SBI""}"
448,2681,942,DBT-0000448,33251,PENDING,"{""bank"":""SBI""}"
449,313,1751,DBT-0000449,15301,PROCESSING,"{""bank"":""SBI""}"
450,58,748,DBT-0000450,70615,PROCESSING,"{""bank"":""SBI""}"
451,2168,1461,DBT-0000451,33099,COMPLETED,"{""bank"":""SBI""}"
452,3517,855,DBT-0000452,54807,FAILED,"{""bank"":""SBI""}"
453,2972,1914,DBT-0000453,44054,FAILED,"{""bank"":""SBI""}"
454,1301,143,DBT-0000454,16997,COMPLETED,"{""bank"":""SBI""}"
455,1396,574,DBT-0000455,83507,FAILED,"{""bank"":""SBI""}"
456,1787,692,DBT-0000456,26414,FAILED,"{""bank"":""SBI""}"
457,963,1695,DBT-0000457,75196,COMPLETED,"{""bank"":""SBI""}"
458,2959,64,DBT-0000458,34845,COMPLETED,"{""bank"":""SBI""}"
459,3245,1381,DBT-0000459,32638,PROCESSING,"{""bank"":""SBI""}"
460,2863,1108,DBT-0000460,48105,PENDING,"{""bank"":""SBI""}"
461,3993,724,DBT-0000461,46768,PENDING,"{""bank"":""SBI""}"
462,246,776,DBT-0000462,58641,FAILED,"{""bank"":""SBI""}"
463,1428,673,DBT-0000463,59368,COMPLETED,"{""bank"":""SBI""}"
464,780,1393,DBT-0000464,93796,FAILED,"{""bank"":""SBI""}"
465,1886,522,DBT-0000465,54189,FAILED,"{""bank"":""SBI""}"
466,2446,1677,DBT-0000466,50587,FAILED,"{""bank"":""SBI""}"
467,3996,1301,DBT-0000467,57156,FAILED,"{""bank"":""SBI""}"
468,814,1597,DBT-0000468,72580,PROCESSING,"{""bank"":""SBI""}"
469,3469,1937,DBT-0000469,87532,COMPLETED,"{""bank"":""SBI""}"
470,1087,277,DBT-0000470,31126,COMPLETED,"{""bank"":""SBI""}"
471,3098,938,DBT-0000471,62228,COMPLETED,"{""bank"":""SBI""}"
472,4000,37,DBT-0000472,38959,PENDING,"{""bank"":""SBI""}"
473,461,1233,DBT-0000473,24782,PENDING,"{""bank"":""SBI""}"
474,1868,392,DBT-0000474,83557,PENDING,"{""bank"":""SBI""}"
475,2187,982,DBT-0000475,55133,FAILED,"{""bank"":""SBI""}"
476,119,1395,DBT-0000476,44594,FAILED,"{""bank"":""SBI""}"
477,358,1687,DBT-0000477,40841,PROCESSING,"{""bank"":""SBI""}"
478,2518,1272,DBT-0000478,62836,COMPLETED,"{""bank"":""SBI""}"
479,2325,1838,DBT-0000479,93149,FAILED,"{""bank"":""SBI""}"
480,3535,858,DBT-0000480,85321,PENDING,"{""bank"":""SBI""}"
481,1776,1908,DBT-0000481,42670,FAILED,"{""bank"":""SBI""}"
482,2807,1432,DBT-0000482,47768,FAILED,"{""bank"":""SBI""}"
483,3270,421,DBT-0000483,37984,COMPLETED,"{""bank"":""SBI""}"
484,2178,1658,DBT-0000484,97519,PENDING,"{""bank"":""SBI""}"
485,3595,8,DBT-0000485,90965,PENDING,"{""bank"":""SBI""}"
486,1030,1758,DBT-0000486,82790,PROCESSING,"{""bank"":""SBI""}"
487,1961,715,DBT-0000487,58424,PROCESSING,"{""bank"":""SBI""}"
488,1838,753,DBT-0000488,27238,PROCESSING,"{""bank"":""SBI""}"
489,1892,1242,DBT-0000489,57824,PROCESSING,"{""bank"":""SBI""}"
490,3691,1210,DBT-0000490,49679,FAILED,"{""bank"":""SBI""}"
491,1648,685,DBT-0000491,30741,PROCESSING,"{""bank"":""SBI""}"
492,2313,1943,DBT-0000492,84537,FAILED,"{""bank"":""SBI""}"
493,2288,1105,DBT-0000493,56674,COMPLETED,"{""bank"":""SBI""}"
494,1700,1282,DBT-0000494,7902,PENDING,"{""bank"":""SBI""}"
495,146,955,DBT-0000495,69232,PROCESSING,"{""bank"":""SBI""}"
496,164,705,DBT-0000496,37193,PROCESSING,"{""bank"":""SBI""}"
497,1457,1128,DBT-0000497,18998,COMPLETED,"{""bank"":""SBI""}"
498,2908,374,DBT-0000498,80060,COMPLETED,"{""bank"":""SBI""}"
499,2062,1709,DBT-0000499,72106,FAILED,"{""bank"":""SBI""}"
500,1707,1074,DBT-0000500,66854,FAILED,"{""bank"":""SBI""}"
501,1025,1849,DBT-0000501,37609,COMPLETED,"{""bank"":""SBI""}"
502,3784,963,DBT-0000502,80787,COMPLETED,"{""bank"":""SBI""}"
503,2364,1774,DBT-0000503,98769,COMPLETED,"{""bank"":""SBI""}"
504,367,1418,DBT-0000504,48356,FAILED,"{""bank"":""SBI""}"
505,1719,1885,DBT-0000505,42855,PENDING,"{""bank"":""SBI""}"
506,3945,995,DBT-0000506,54109,PROCESSING,"{""bank"":""SBI""}"
507,1051,1419,DBT-0000507,67035,COMPLETED,"{""bank"":""SBI""}"
508,2689,1210,DBT-0000508,83145,FAILED,"{""bank"":""SBI""}"
509,3999,732,DBT-0000509,11981,FAILED,"{""bank"":""SBI""}"
510,1510,1570,DBT-0000510,26827,FAILED,"{""bank"":""SBI""}"
511,1297,244,DBT-0000511,38476,PROCESSING,"{""bank"":""SBI""}"
512,3286,222,DBT-0000512,51923,COMPLETED,"{""bank"":""SBI""}"
513,3522,155,DBT-0000513,90170,FAILED,"{""bank"":""SBI""}"
514,2014,1321,DBT-0000514,17576,COMPLETED,"{""bank"":""SBI""}"
515,403,294,DBT-0000515,34006,PROCESSING,"{""bank"":""SBI""}"
516,1937,1898,DBT-0000516,85316,COMPLETED,"{""bank"":""SBI""}"
517,3096,515,DBT-0000517,40163,COMPLETED,"{""bank"":""SBI""}"
518,3241,1037,DBT-0000518,10909,COMPLETED,"{""bank"":""SBI""}"
519,2701,1488,DBT-0000519,52383,PENDING,"{""bank"":""SBI""}"
520,1951,1126,DBT-0000520,81581,FAILED,"{""bank"":""SBI""}"
521,2091,1103,DBT-0000521,75059,PENDING,"{""bank"":""SBI""}"
522,2648,1768,DBT-0000522,37947,FAILED,"{""bank"":""SBI""}"
523,16,885,DBT-0000523,44433,PENDING,"{""bank"":""SBI""}"
524,2482,285,DBT-0000524,43016,FAILED,"{""bank"":""SBI""}"
525,1605,493,DBT-0000525,13119,PROCESSING,"{""bank"":""SBI""}"
526,428,1837,DBT-0000526,39857,FAILED,"{""bank"":""SBI""}"
527,2707,657,DBT-0000527,58418,PROCESSING,"{""bank"":""SBI""}"
528,2056,1045,DBT-0000528,13111,COMPLETED,"{""bank"":""SBI""}"
529,1924,488,DBT-0000529,37030,FAILED,"{""bank"":""SBI""}"
530,1580,196,DBT-0000530,62468,PROCESSING,"{""bank"":""SBI""}"
531,2818,197,DBT-0000531,47252,PENDING,"{""bank"":""SBI""}"
532,261,1541,DBT-0000532,93341,PENDING,"{""bank"":""SBI""}"
533,2684,1748,DBT-0000533,40142,COMPLETED,"{""bank"":""SBI""}"
534,3250,1909,DBT-0000534,54614,PENDING,"{""bank"":""SBI""}"
535,2256,761,DBT-0000535,7249,PENDING,"{""bank"":""SBI""}"
536,685,611,DBT-0000536,75842,COMPLETED,"{""bank"":""SBI""}"
537,520,1670,DBT-0000537,77185,PENDING,"{""bank"":""SBI""}"
538,890,1008,DBT-0000538,24183,COMPLETED,"{""bank"":""SBI""}"
539,1374,1753,DBT-0000539,77210,PROCESSING,"{""bank"":""SBI""}"
540,266,1839,DBT-0000540,8979,FAILED,"{""bank"":""SBI""}"
541,2585,384,DBT-0000541,71931,FAILED,"{""bank"":""SBI""}"
542,3120,1610,DBT-0000542,11403,PROCESSING,"{""bank"":""SBI""}"
543,2255,326,DBT-0000543,14363,COMPLETED,"{""bank"":""SBI""}"
544,3183,426,DBT-0000544,9461,PENDING,"{""bank"":""SBI""}"
545,3018,305,DBT-0000545,43800,PROCESSING,"{""bank"":""SBI""}"
546,522,1835,DBT-0000546,64041,COMPLETED,"{""bank"":""SBI""}"
547,1848,1996,DBT-0000547,82735,FAILED,"{""bank"":""SBI""}"
548,1567,40,DBT-0000548,38339,COMPLETED,"{""bank"":""SBI""}"
549,2243,165,DBT-0000549,99291,FAILED,"{""bank"":""SBI""}"
550,1381,1103,DBT-0000550,28094,COMPLETED,"{""bank"":""SBI""}"
551,57,52,DBT-0000551,48362,PROCESSING,"{""bank"":""SBI""}"
552,2801,548,DBT-0000552,26787,PROCESSING,"{""bank"":""SBI""}"
553,1222,1363,DBT-0000553,38392,PROCESSING,"{""bank"":""SBI""}"
554,1264,731,DBT-0000554,44529,COMPLETED,"{""bank"":""SBI""}"
555,3642,919,DBT-0000555,97711,COMPLETED,"{""bank"":""SBI""}"
556,597,1536,DBT-0000556,47935,PENDING,"{""bank"":""SBI""}"
557,232,882,DBT-0000557,84607,COMPLETED,"{""bank"":""SBI""}"
558,3191,1427,DBT-0000558,93520,PROCESSING,"{""bank"":""SBI""}"
559,2700,1227,DBT-0000559,79567,PROCESSING,"{""bank"":""SBI""}"
560,3796,1792,DBT-0000560,73441,FAILED,"{""bank"":""SBI""}"
561,2975,1847,DBT-0000561,32089,COMPLETED,"{""bank"":""SBI""}"
562,1002,1453,DBT-0000562,58581,PENDING,"{""bank"":""SBI""}"
563,2921,563,DBT-0000563,70041,FAILED,"{""bank"":""SBI""}"
564,686,211,DBT-0000564,80753,COMPLETED,"{""bank"":""SBI""}"
565,1511,1555,DBT-0000565,45896,PENDING,"{""bank"":""SBI""}"
566,1117,1704,DBT-0000566,16209,PENDING,"{""bank"":""SBI""}"
567,3058,1875,DBT-0000567,92561,PROCESSING,"{""bank"":""SBI""}"
568,1473,1477,DBT-0000568,54111,FAILED,"{""bank"":""SBI""}"
569,2902,1393,DBT-0000569,12379,FAILED,"{""bank"":""SBI""}"
570,907,122,DBT-0000570,73285,PENDING,"{""bank"":""SBI""}"
571,1171,1049,DBT-0000571,88992,PROCESSING,"{""bank"":""SBI""}"
572,1088,1609,DBT-0000572,34580,PENDING,"{""bank"":""SBI""}"
573,323,799,DBT-0000573,42400,COMPLETED,"{""bank"":""SBI""}"
574,1439,1887,DBT-0000574,36173,COMPLETED,"{""bank"":""SBI""}"
575,3068,150,DBT-0000575,74506,FAILED,"{""bank"":""SBI""}"
576,1583,1891,DBT-0000576,59241,COMPLETED,"{""bank"":""SBI""}"
577,3313,1632,DBT-0000577,81409,FAILED,"{""bank"":""SBI""}"
578,2794,1435,DBT-0000578,6331,PENDING,"{""bank"":""SBI""}"
579,1300,243,DBT-0000579,13719,PENDING,"{""bank"":""SBI""}"
580,3312,1174,DBT-0000580,40756,PROCESSING,"{""bank"":""SBI""}"
581,1630,142,DBT-0000581,96416,PROCESSING,"{""bank"":""SBI""}"
582,2503,428,DBT-0000582,93274,PROCESSING,"{""bank"":""SBI""}"
583,1492,215,DBT-0000583,67257,PENDING,"{""bank"":""SBI""}"
584,867,785,DBT-0000584,33793,COMPLETED,"{""bank"":""SBI""}"
585,1150,1769,DBT-0000585,69057,PENDING,"{""bank"":""SBI""}"
586,155,1261,DBT-0000586,51767,FAILED,"{""bank"":""SBI""}"
587,2703,553,DBT-0000587,6032,PENDING,"{""bank"":""SBI""}"
588,2095,1245,DBT-0000588,10047,COMPLETED,"{""bank"":""SBI""}"
589,240,400,DBT-0000589,25532,FAILED,"{""bank"":""SBI""}"
590,2699,1523,DBT-0000590,71235,FAILED,"{""bank"":""SBI""}"
591,986,89,DBT-0000591,67100,FAILED,"{""bank"":""SBI""}"
592,324,6,DBT-0000592,96301,FAILED,"{""bank"":""SBI""}"
593,3294,201,DBT-0000593,22698,PENDING,"{""bank"":""SBI""}"
594,21,1942,DBT-0000594,14673,COMPLETED,"{""bank"":""SBI""}"
595,2172,1071,DBT-0000595,65700,FAILED,"{""bank"":""SBI""}"
596,3315,1928,DBT-0000596,66947,FAILED,"{""bank"":""SBI""}"
597,2741,84,DBT-0000597,59208,COMPLETED,"{""bank"":""SBI""}"
598,44,1367,DBT-0000598,98825,FAILED,"{""bank"":""SBI""}"
599,2833,1330,DBT-0000599,92449,PROCESSING,"{""bank"":""SBI""}"
600,2608,1574,DBT-0000600,99871,PROCESSING,"{""bank"":""SBI""}"
601,774,1001,DBT-0000601,17006,PENDING,"{""bank"":""SBI""}"
602,2007,329,DBT-0000602,48933,PROCESSING,"{""bank"":""SBI""}"
603,2900,545,DBT-0000603,13650,PROCESSING,"{""bank"":""SBI""}"
604,2506,1441,DBT-0000604,71012,PENDING,"{""bank"":""SBI""}"
605,2031,149,DBT-0000605,53756,PROCESSING,"{""bank"":""SBI""}"
606,1912,1594,DBT-0000606,70409,FAILED,"{""bank"":""SBI""}"
607,352,1173,DBT-0000607,6275,COMPLETED,"{""bank"":""SBI""}"
608,1130,967,DBT-0000608,7807,PENDING,"{""bank"":""SBI""}"
609,3153,1672,DBT-0000609,34191,PROCESSING,"{""bank"":""SBI""}"
610,3669,69,DBT-0000610,62205,PENDING,"{""bank"":""SBI""}"
611,1701,646,DBT-0000611,60038,COMPLETED,"{""bank"":""SBI""}"
612,3611,1467,DBT-0000612,42320,FAILED,"{""bank"":""SBI""}"
613,674,1423,DBT-0000613,77272,COMPLETED,"{""bank"":""SBI""}"
614,2770,717,DBT-0000614,82218,FAILED,"{""bank"":""SBI""}"
615,1069,391,DBT-0000615,31593,PROCESSING,"{""bank"":""SBI""}"
616,135,314,DBT-0000616,70629,FAILED,"{""bank"":""SBI""}"
617,2016,1106,DBT-0000617,60842,COMPLETED,"{""bank"":""SBI""}"
618,471,95,DBT-0000618,29924,PROCESSING,"{""bank"":""SBI""}"
619,2995,1184,DBT-0000619,37674,PROCESSING,"{""bank"":""SBI""}"
620,2670,1132,DBT-0000620,88846,FAILED,"{""bank"":""SBI""}"
621,3443,1947,DBT-0000621,18581,PROCESSING,"{""bank"":""SBI""}"
622,2615,737,DBT-0000622,41135,COMPLETED,"{""bank"":""SBI""}"
623,703,1278,DBT-0000623,29474,FAILED,"{""bank"":""SBI""}"
624,2437,1113,DBT-0000624,95218,PENDING,"{""bank"":""SBI""}"
625,782,819,DBT-0000625,29190,PENDING,"{""bank"":""SBI""}"
626,2154,180,DBT-0000626,23953,FAILED,"{""bank"":""SBI""}"
627,2329,592,DBT-0000627,83493,PENDING,"{""bank"":""SBI""}"
628,206,1434,DBT-0000628,75683,COMPLETED,"{""bank"":""SBI""}"
629,1977,384,DBT-0000629,27325,COMPLETED,"{""bank"":""SBI""}"
630,3417,1197,DBT-0000630,7076,FAILED,"{""bank"":""SBI""}"
631,1708,926,DBT-0000631,53935,COMPLETED,"{""bank"":""SBI""}"
632,663,658,DBT-0000632,57563,FAILED,"{""bank"":""SBI""}"
633,2982,1530,DBT-0000633,90054,PENDING,"{""bank"":""SBI""}"
634,616,937,DBT-0000634,84265,PENDING,"{""bank"":""SBI""}"
635,158,966,DBT-0000635,16581,COMPLETED,"{""bank"":""SBI""}"
636,2869,1137,DBT-0000636,27870,COMPLETED,"{""bank"":""SBI""}"
637,3242,891,DBT-0000637,63191,COMPLETED,"{""bank"":""SBI""}"
638,3572,1837,DBT-0000638,9322,PENDING,"{""bank"":""SBI""}"
639,3052,11,DBT-0000639,30365,PENDING,"{""bank"":""SBI""}"
640,2285,845,DBT-0000640,12887,FAILED,"{""bank"":""SBI""}"
641,735,1679,DBT-0000641,34584,FAILED,"{""bank"":""SBI""}"
642,2087,678,DBT-0000642,92874,PENDING,"{""bank"":""SBI""}"
643,1813,1769,DBT-0000643,40305,FAILED,"{""bank"":""SBI""}"
644,541,9,DBT-0000644,52095,COMPLETED,"{""bank"":""SBI""}"
645,3111,502,DBT-0000645,56028,PROCESSING,"{""bank"":""SBI""}"
646,534,681,DBT-0000646,92491,PENDING,"{""bank"":""SBI""}"
647,3543,896,DBT-0000647,32524,PENDING,"{""bank"":""SBI""}"
648,3983,848,DBT-0000648,43009,PENDING,"{""bank"":""SBI""}"
649,409,1294,DBT-0000649,83257,FAILED,"{""bank"":""SBI""}"
650,1258,93,DBT-0000650,72834,COMPLETED,"{""bank"":""SBI""}"
651,1884,1826,DBT-0000651,96082,FAILED,"{""bank"":""SBI""}"
652,3963,1094,DBT-0000652,7537,PROCESSING,"{""bank"":""SBI""}"
653,2665,1425,DBT-0000653,97372,PROCESSING,"{""bank"":""SBI""}"
654,3223,228,DBT-0000654,92147,COMPLETED,"{""bank"":""SBI""}"
655,515,805,DBT-0000655,28031,COMPLETED,"{""bank"":""SBI""}"
656,2074,376,DBT-0000656,51333,FAILED,"{""bank"":""SBI""}"
657,3954,264,DBT-0000657,84711,COMPLETED,"{""bank"":""SBI""}"
658,2928,902,DBT-0000658,88533,FAILED,"{""bank"":""SBI""}"
659,1042,1685,DBT-0000659,22682,PENDING,"{""bank"":""SBI""}"
660,109,1360,DBT-0000660,68440,PENDING,"{""bank"":""SBI""}"
661,822,345,DBT-0000661,49668,PROCESSING,"{""bank"":""SBI""}"
662,917,860,DBT-0000662,7087,FAILED,"{""bank"":""SBI""}"
663,2861,1659,DBT-0000663,54293,COMPLETED,"{""bank"":""SBI""}"
664,2373,1927,DBT-0000664,47839,FAILED,"{""bank"":""SBI""}"
665,3515,1987,DBT-0000665,43353,FAILED,"{""bank"":""SBI""}"
666,1831,477,DBT-0000666,82417,PENDING,"{""bank"":""SBI""}"
667,784,1715,DBT-0000667,31160,PROCESSING,"{""bank"":""SBI""}"
668,970,852,DBT-0000668,22881,COMPLETED,"{""bank"":""SBI""}"
669,619,1706,DBT-0000669,33611,COMPLETED,"{""bank"":""SBI""}"
670,2179,1680,DBT-0000670,60242,PROCESSING,"{""bank"":""SBI""}"
671,2927,1949,DBT-0000671,56752,PROCESSING,"{""bank"":""SBI""}"
672,2180,1643,DBT-0000672,31843,FAILED,"{""bank"":""SBI""}"
673,1401,1705,DBT-0000673,35798,PROCESSING,"{""bank"":""SBI""}"
674,819,1420,DBT-0000674,69805,COMPLETED,"{""bank"":""SBI""}"
675,347,1095,DBT-0000675,68670,PROCESSING,"{""bank"":""SBI""}"
676,1013,485,DBT-0000676,65251,FAILED,"{""bank"":""SBI""}"
677,1641,158,DBT-0000677,27014,FAILED,"{""bank"":""SBI""}"
678,781,361,DBT-0000678,46528,PROCESSING,"{""bank"":""SBI""}"
679,195,1744,DBT-0000679,10989,FAILED,"{""bank"":""SBI""}"
680,147,206,DBT-0000680,57387,FAILED,"{""bank"":""SBI""}"
681,872,1388,DBT-0000681,78384,PENDING,"{""bank"":""SBI""}"
682,622,1683,DBT-0000682,14476,FAILED,"{""bank"":""SBI""}"
683,3167,1972,DBT-0000683,26687,COMPLETED,"{""bank"":""SBI""}"
684,2238,1595,DBT-0000684,79487,PROCESSING,"{""bank"":""SBI""}"
685,4044,1573,DBT-0000685,52514,COMPLETED,"{""bank"":""SBI""}"
686,1743,870,DBT-0000686,94492,PENDING,"{""bank"":""SBI""}"
687,3574,92,DBT-0000687,85471,PENDING,"{""bank"":""SBI""}"
688,793,1063,DBT-0000688,62372,PENDING,"{""bank"":""SBI""}"
689,2332,942,DBT-0000689,39799,COMPLETED,"{""bank"":""SBI""}"
690,926,1901,DBT-0000690,31948,PROCESSING,"{""bank"":""SBI""}"
691,322,925,DBT-0000691,80044,PROCESSING,"{""bank"":""SBI""}"
692,3510,1643,DBT-0000692,56619,FAILED,"{""bank"":""SBI""}"
693,362,783,DBT-0000693,68721,COMPLETED,"{""bank"":""SBI""}"
694,1082,1564,DBT-0000694,14391,PENDING,"{""bank"":""SBI""}"
695,1111,1731,DBT-0000695,77063,FAILED,"{""bank"":""SBI""}"
696,1933,185,DBT-0000696,84404,PENDING,"{""bank"":""SBI""}"
697,3030,671,DBT-0000697,77647,PROCESSING,"{""bank"":""SBI""}"
698,1722,2000,DBT-0000698,71351,COMPLETED,"{""bank"":""SBI""}"
699,3255,786,DBT-0000699,39084,PROCESSING,"{""bank"":""SBI""}"
700,1015,528,DBT-0000700,47106,PROCESSING,"{""bank"":""SBI""}"
701,2448,1588,DBT-0000701,75652,PENDING,"{""bank"":""SBI""}"
702,883,1182,DBT-0000702,84483,PROCESSING,"{""bank"":""SBI""}"
703,3752,147,DBT-0000703,17007,COMPLETED,"{""bank"":""SBI""}"
704,904,12,DBT-0000704,64025,COMPLETED,"{""bank"":""SBI""}"
705,3000,362,DBT-0000705,58510,COMPLETED,"{""bank"":""SBI""}"
706,896,675,DBT-0000706,42218,COMPLETED,"{""bank"":""SBI""}"
707,1790,1332,DBT-0000707,10918,COMPLETED,"{""bank"":""SBI""}"
708,3709,597,DBT-0000708,99205,PENDING,"{""bank"":""SBI""}"
709,413,860,DBT-0000709,98298,COMPLETED,"{""bank"":""SBI""}"
